Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=PUMA	Option=No	Option=Not Available	Option=Yes	source_count	source_weight	sampling_probability
150-200%	Single-Family Attached	AR, 01000	0.982612	0	0.0173881	127	162	9.23335e-07
150-200%	Single-Family Detached	AR, 01000	1	0	0	171	4278	3.18742e-05
200-300%	Mobile Home	AR, 01000	1	0	0	10	323	1.92475e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 01000	1	0	0	21	542	6.11928e-06
200-300%	Multi-Family with 5+ Units	AR, 01000	1	0	0	100	3724	2.68168e-05
200-300%	Single-Family Attached	AR, 01000	0.981563	0	0.0184372	179	162	1.75685e-06
200-300%	Single-Family Detached	AR, 01000	1	0	0	339	7210	5.78727e-05
300-400%	Mobile Home	AR, 01000	0.988393	0	0.011607	895	21	1.20961e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01000	1	0	0	24	681	4.12424e-06
300-400%	Multi-Family with 5+ Units	AR, 01000	1	0	0	72	2550	1.76265e-05
300-400%	Single-Family Attached	AR, 01000	1	0	0	93	203	1.30379e-06
300-400%	Single-Family Detached	AR, 01000	0.991504	0	0.00849552	292	6474	4.82926e-05
400%+	Mobile Home	AR, 01000	1	0	0	11	348	1.72984e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01000	1	0	0	35	940	5.88454e-06
400%+	Multi-Family with 5+ Units	AR, 01000	0.984515	0	0.0154851	139	4133	2.7776e-05
400%+	Single-Family Attached	AR, 01000	1	0	0	22	481	3.62692e-06
400%+	Single-Family Detached	AR, 01000	0.997694	0	0.00230615	1103	22982	0.000154727
Not Available	Mobile Home	AR, 01000	0	1	0	1601	302	2.23251e-06
Not Available	Multi-Family with 2 - 4 Units	AR, 01000	0	1	0	23	1098	8.11691e-06
Not Available	Multi-Family with 5+ Units	AR, 01000	0	1	0	127	5731	4.2366e-05
Not Available	Single-Family Attached	AR, 01000	0	1	0	76	238	1.7594e-06
Not Available	Single-Family Detached	AR, 01000	0	1	0	198	6811	5.03498e-05
0-100%	Mobile Home	AR, 01100	0.99083	0	0.00916988	87	2072	1.69953e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 01100	1	0	0	47	896	8.40452e-06
0-100%	Multi-Family with 5+ Units	AR, 01100	1	0	0	71	2045	1.68366e-05
0-100%	Single-Family Attached	AR, 01100	0.987928	0	0.0120719	185	148	1.05703e-06
0-100%	Single-Family Detached	AR, 01100	0.99635	0	0.00364964	219	4658	3.76984e-05
100-150%	Mobile Home	AR, 01100	0.981132	0	0.0188679	74	1325	1.00652e-05
100-150%	Multi-Family with 2 - 4 Units	AR, 01100	1	0	0	47	1184	6.40154e-06
100-150%	Multi-Family with 5+ Units	AR, 01100	1	0	0	49	1354	8.43726e-06
100-150%	Single-Family Attached	AR, 01100	0.987921	0	0.0120788	149	13	6.5815e-07
100-150%	Single-Family Detached	AR, 01100	0.994658	0	0.00534158	180	3557	2.96322e-05
150-200%	Mobile Home	AR, 01100	1	0	0	60	1318	7.39724e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01100	1	0	0	19	391	5.09359e-06
150-200%	Multi-Family with 5+ Units	AR, 01100	1	0	0	31	600	5.66328e-06
150-200%	Single-Family Attached	AR, 01100	0.982612	0	0.0173881	127	124	5.36353e-07
150-200%	Single-Family Detached	AR, 01100	0.987115	0	0.0128853	219	3958	2.93903e-05
200-300%	Mobile Home	AR, 01100	0.98317	0	0.0168303	88	1426	1.11665e-05
200-300%	Multi-Family with 2 - 4 Units	AR, 01100	1	0	0	40	1125	6.93314e-06
200-300%	Multi-Family with 5+ Units	AR, 01100	1	0	0	48	1563	8.76966e-06
200-300%	Single-Family Attached	AR, 01100	0.882653	0	0.117347	14	196	8.6556e-07
200-300%	Single-Family Detached	AR, 01100	0.989395	0	0.0106048	455	8581	6.18133e-05
300-400%	Mobile Home	AR, 01100	0.991984	0	0.00801603	66	998	7.09129e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01100	1	0	0	18	524	3.58828e-06
300-400%	Multi-Family with 5+ Units	AR, 01100	1	0	0	24	537	4.86691e-06
300-400%	Single-Family Attached	AR, 01100	1	0	0	93	63	5.6957e-07
300-400%	Single-Family Detached	AR, 01100	0.9958	0	0.0041996	435	8096	5.50396e-05
400%+	Mobile Home	AR, 01100	1	0	0	73	1469	9.94483e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01100	1	0	0	19	517	3.3331e-06
400%+	Multi-Family with 5+ Units	AR, 01100	1	0	0	34	895	6.33763e-06
400%+	Single-Family Attached	AR, 01100	0.987589	0	0.0124107	236	163	1.45979e-06
400%+	Single-Family Detached	AR, 01100	0.993907	0	0.00609278	1186	21665	0.000154139
Not Available	Mobile Home	AR, 01100	0	1	0	47	1425	1.0373e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 01100	0	1	0	21	814	5.92534e-06
Not Available	Multi-Family with 5+ Units	AR, 01100	0	1	0	36	1608	1.17051e-05
Not Available	Single-Family Attached	AR, 01100	0	1	0	76	19	1.38307e-07
Not Available	Single-Family Detached	AR, 01100	0	1	0	127	3894	2.83455e-05
0-100%	Mobile Home	AR, 01200	1	0	0	53	1254	1.0094e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 01200	0.988105	0	0.0118946	1139	147	1.78468e-06
0-100%	Multi-Family with 5+ Units	AR, 01200	1	0	0	13	466	4.15077e-06
0-100%	Single-Family Attached	AR, 01200	0.987928	0	0.0120719	185	12	1.1909e-07
0-100%	Single-Family Detached	AR, 01200	0.997265	0	0.00273523	74	1828	1.60695e-05
100-150%	Mobile Home	AR, 01200	1	0	0	45	828	6.58178e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 01200	0.988611	0	0.0113894	614	272	1.6229e-06
100-150%	Multi-Family with 5+ Units	AR, 01200	0.900862	0	0.0991379	10	232	2.84678e-06
100-150%	Single-Family Attached	AR, 01200	0.987921	0	0.0120788	149	33	8.50124e-08
100-150%	Single-Family Detached	AR, 01200	1	0	0	83	1722	1.58388e-05
150-200%	Mobile Home	AR, 01200	1	0	0	42	815	5.62045e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01200	0.993361	0	0.00663927	394	164	1.06577e-06
150-200%	Multi-Family with 5+ Units	AR, 01200	1	0	0	10	394	2.62123e-06
150-200%	Single-Family Attached	AR, 01200	0.982612	0	0.0173881	127	0	8.18443e-08
150-200%	Single-Family Detached	AR, 01200	0.986088	0	0.0139116	108	2444	1.85393e-05
200-300%	Mobile Home	AR, 01200	0.985915	0	0.0140845	69	1562	9.82634e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 01200	0.996698	0	0.0033021	506	191	1.01748e-06
200-300%	Multi-Family with 5+ Units	AR, 01200	1	0	0	22	802	3.90261e-06
200-300%	Single-Family Attached	AR, 01200	0.981563	0	0.0184372	179	27	1.58034e-07
200-300%	Single-Family Detached	AR, 01200	0.985184	0	0.0148161	246	5737	4.1699e-05
300-400%	Mobile Home	AR, 01200	1	0	0	40	938	6.56102e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01200	0.999051	0	0.000948917	262	62	4.96701e-07
300-400%	Multi-Family with 5+ Units	AR, 01200	0.990901	0	0.00909918	427	241	1.85074e-06
300-400%	Single-Family Attached	AR, 01200	1	0	0	93	14	1.24915e-07
300-400%	Single-Family Detached	AR, 01200	0.998208	0	0.00179211	256	6138	3.85598e-05
400%+	Mobile Home	AR, 01200	0.977866	0	0.0221344	56	1265	9.15295e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01200	0.99194	0	0.00806045	307	108	7.90888e-07
400%+	Multi-Family with 5+ Units	AR, 01200	0.993136	0	0.00686354	612	426	3.01714e-06
400%+	Single-Family Attached	AR, 01200	0.987589	0	0.0124107	236	41	3.77979e-07
400%+	Single-Family Detached	AR, 01200	0.992898	0	0.00710156	732	15912	0.000111859
Not Available	Mobile Home	AR, 01200	0	1	0	35	1559	1.11944e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 01200	0	1	0	485	191	1.37148e-06
Not Available	Multi-Family with 5+ Units	AR, 01200	0	1	0	586	315	2.26186e-06
Not Available	Single-Family Attached	AR, 01200	0	1	0	76	20	1.08663e-07
Not Available	Single-Family Detached	AR, 01200	0	1	0	57	2459	1.76569e-05
0-100%	Mobile Home	AR, 01300	1	0	0	107	1637	1.15521e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 01300	1	0	0	61	1222	1.04377e-05
0-100%	Multi-Family with 5+ Units	AR, 01300	0.979532	0	0.0204678	40	1026	8.51952e-06
0-100%	Single-Family Attached	AR, 01300	0.987928	0	0.0120719	185	75	4.78148e-07
0-100%	Single-Family Detached	AR, 01300	0.994739	0	0.00526075	260	4372	3.37976e-05
100-150%	Mobile Home	AR, 01300	0.974945	0	0.0250553	72	1357	8.21584e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 01300	0.97429	0	0.0257104	36	739	4.39839e-06
100-150%	Multi-Family with 5+ Units	AR, 01300	1	0	0	23	530	4.55648e-06
100-150%	Single-Family Attached	AR, 01300	0.987921	0	0.0120788	149	11	3.22648e-07
100-150%	Single-Family Detached	AR, 01300	1	0	0	294	5317	3.51593e-05
150-200%	Mobile Home	AR, 01300	1	0	0	63	773	6.40099e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01300	1	0	0	22	474	2.79499e-06
150-200%	Multi-Family with 5+ Units	AR, 01300	1	0	0	17	553	2.96359e-06
150-200%	Single-Family Attached	AR, 01300	0.982612	0	0.0173881	127	22	2.82728e-07
150-200%	Single-Family Detached	AR, 01300	1	0	0	281	4503	3.28467e-05
200-300%	Mobile Home	AR, 01300	1	0	0	74	1246	1.01407e-05
200-300%	Multi-Family with 2 - 4 Units	AR, 01300	1	0	0	20	577	3.906e-06
200-300%	Multi-Family with 5+ Units	AR, 01300	0.981735	0	0.0182648	20	438	3.01103e-06
200-300%	Single-Family Attached	AR, 01300	0.981563	0	0.0184372	179	112	4.53794e-07
200-300%	Single-Family Detached	AR, 01300	0.987324	0	0.0126759	453	7179	5.64197e-05
300-400%	Mobile Home	AR, 01300	1	0	0	50	713	6.64345e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01300	1	0	0	13	267	2.2266e-06
300-400%	Multi-Family with 5+ Units	AR, 01300	0.990901	0	0.00909918	427	260	1.18499e-06
300-400%	Single-Family Attached	AR, 01300	1	0	0	93	34	2.83625e-07
300-400%	Single-Family Detached	AR, 01300	0.994874	0	0.00512633	344	5462	4.07817e-05
400%+	Mobile Home	AR, 01300	0.989547	0	0.010453	67	1148	7.65971e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01300	1	0	0	13	287	2.49256e-06
400%+	Multi-Family with 5+ Units	AR, 01300	0.993136	0	0.00686354	612	126	1.35983e-06
400%+	Single-Family Attached	AR, 01300	0.987589	0	0.0124107	236	96	7.56081e-07
400%+	Single-Family Detached	AR, 01300	0.996245	0	0.00375469	707	11186	8.09257e-05
Not Available	Mobile Home	AR, 01300	0	1	0	104	2563	1.88713e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 01300	0	1	0	26	932	6.86224e-06
Not Available	Multi-Family with 5+ Units	AR, 01300	0	1	0	17	697	5.13195e-06
Not Available	Single-Family Attached	AR, 01300	0	1	0	76	0	0
Not Available	Single-Family Detached	AR, 01300	0	1	0	278	6474	4.76675e-05
0-100%	Mobile Home	AR, 01400	0.987324	0	0.0126761	37	710	5.92812e-06
0-100%	Multi-Family with 2 - 4 Units	AR, 01400	0.984794	0	0.0152057	75	2236	1.69576e-05
0-100%	Multi-Family with 5+ Units	AR, 01400	0.986786	0	0.0132138	73	2119	1.57885e-05
0-100%	Single-Family Attached	AR, 01400	1	0	0	11	221	1.6973e-06
0-100%	Single-Family Detached	AR, 01400	0.977455	0	0.0225453	278	6121	5.20958e-05
100-150%	Mobile Home	AR, 01400	0.85446	0	0.14554	28	426	4.55352e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 01400	0.926987	0	0.0730129	44	1082	7.4177e-06
100-150%	Multi-Family with 5+ Units	AR, 01400	0.983466	0	0.0165344	57	1512	1.03983e-05
100-150%	Single-Family Attached	AR, 01400	0.987921	0	0.0120788	149	134	1.34441e-06
100-150%	Single-Family Detached	AR, 01400	0.97553	0	0.0244701	265	5803	4.65094e-05
150-200%	Mobile Home	AR, 01400	0.960061	0	0.0399386	35	651	3.85129e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01400	0.983731	0	0.016269	28	922	5.89426e-06
150-200%	Multi-Family with 5+ Units	AR, 01400	1	0	0	28	732	7.71062e-06
150-200%	Single-Family Attached	AR, 01400	1	0	0	10	220	1.23934e-06
150-200%	Single-Family Detached	AR, 01400	0.967491	0	0.0325092	293	6552	4.23641e-05
200-300%	Mobile Home	AR, 01400	0.996319	0	0.00368098	46	815	6.32024e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 01400	0.981804	0	0.0181962	41	1264	8.57155e-06
200-300%	Multi-Family with 5+ Units	AR, 01400	0.948624	0	0.0513761	51	1635	9.50611e-06
200-300%	Single-Family Attached	AR, 01400	1	0	0	17	365	2.38633e-06
200-300%	Single-Family Detached	AR, 01400	0.981051	0	0.0189486	519	10291	7.76547e-05
300-400%	Mobile Home	AR, 01400	0.964331	0	0.0356688	36	785	3.92515e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01400	1	0	0	17	431	5.11256e-06
300-400%	Multi-Family with 5+ Units	AR, 01400	0.881381	0	0.118619	27	666	5.21746e-06
300-400%	Single-Family Attached	AR, 01400	1	0	0	93	228	1.68051e-06
300-400%	Single-Family Detached	AR, 01400	0.977603	0	0.022397	397	8394	5.77545e-05
400%+	Mobile Home	AR, 01400	1	0	0	30	658	5.15957e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01400	0.943953	0	0.0560472	32	1017	7.15579e-06
400%+	Multi-Family with 5+ Units	AR, 01400	0.977648	0	0.0223518	32	1029	7.93612e-06
400%+	Single-Family Attached	AR, 01400	0.967213	0	0.0327869	23	671	5.17202e-06
400%+	Single-Family Detached	AR, 01400	0.980643	0	0.019357	845	17513	0.000125572
Not Available	Mobile Home	AR, 01400	0	1	0	31	882	6.48428e-06
Not Available	Multi-Family with 2 - 4 Units	AR, 01400	0	1	0	25	822	6.04315e-06
Not Available	Multi-Family with 5+ Units	AR, 01400	0	1	0	29	1220	8.96918e-06
Not Available	Single-Family Attached	AR, 01400	0	1	0	76	75	5.51384e-07
Not Available	Single-Family Detached	AR, 01400	0	1	0	173	5493	4.03832e-05
0-100%	Mobile Home	AR, 01500	0.992713	0	0.007287	116	1784	1.26177e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 01500	1	0	0	52	800	5.57521e-06
0-100%	Multi-Family with 5+ Units	AR, 01500	1	0	0	33	689	4.03152e-06
0-100%	Single-Family Attached	AR, 01500	0.987928	0	0.0120719	185	79	4.47103e-07
0-100%	Single-Family Detached	AR, 01500	0.983193	0	0.0168067	269	4403	3.37192e-05
100-150%	Mobile Home	AR, 01500	1	0	0	67	1082	8.62139e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 01500	1	0	0	20	388	2.21667e-06
100-150%	Multi-Family with 5+ Units	AR, 01500	0.988815	0	0.0111854	676	133	1.89458e-06
100-150%	Single-Family Attached	AR, 01500	0.987921	0	0.0120788	149	33	3.06291e-07
100-150%	Single-Family Detached	AR, 01500	0.983772	0	0.0162277	247	3759	2.809e-05
150-200%	Mobile Home	AR, 01500	0.946389	0	0.0536105	63	914	6.3945e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01500	1	0	0	11	121	1.30505e-06
150-200%	Multi-Family with 5+ Units	AR, 01500	0.998663	0	0.00133711	465	172	1.06742e-06
150-200%	Single-Family Attached	AR, 01500	0.982612	0	0.0173881	127	63	2.71751e-07
150-200%	Single-Family Detached	AR, 01500	0.992962	0	0.00703829	245	3552	2.49245e-05
200-300%	Mobile Home	AR, 01500	0.970936	0	0.0290645	63	1101	8.70843e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 01500	1	0	0	10	118	1.43757e-06
200-300%	Multi-Family with 5+ Units	AR, 01500	0.987644	0	0.0123558	693	118	6.60507e-07
200-300%	Single-Family Attached	AR, 01500	0.981563	0	0.0184372	179	32	4.17604e-07
200-300%	Single-Family Detached	AR, 01500	0.98631	0	0.0136897	406	6136	4.41684e-05
300-400%	Mobile Home	AR, 01500	0.971598	0	0.0284024	55	845	5.1561e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01500	0.999051	0	0.000948917	262	97	7.61726e-07
300-400%	Multi-Family with 5+ Units	AR, 01500	0.990901	0	0.00909918	427	41	4.66229e-07
300-400%	Single-Family Attached	AR, 01500	1	0	0	93	0	2.59757e-07
300-400%	Single-Family Detached	AR, 01500	0.980231	0	0.0197686	291	4148	3.08346e-05
400%+	Mobile Home	AR, 01500	0.982487	0	0.0175131	44	571	5.11793e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01500	0.99194	0	0.00806045	307	87	6.29875e-07
400%+	Multi-Family with 5+ Units	AR, 01500	0.993136	0	0.00686354	612	10	4.89347e-07
400%+	Single-Family Attached	AR, 01500	0.987589	0	0.0124107	236	116	6.88634e-07
400%+	Single-Family Detached	AR, 01500	0.965577	0	0.0344232	477	6943	5.25107e-05
Not Available	Mobile Home	AR, 01500	0	1	0	81	1692	1.25257e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 01500	0	1	0	12	388	2.87233e-06
Not Available	Multi-Family with 5+ Units	AR, 01500	0	1	0	586	255	1.88775e-06
Not Available	Single-Family Attached	AR, 01500	0	1	0	76	57	4.21966e-07
Not Available	Single-Family Detached	AR, 01500	0	1	0	252	6099	4.51502e-05
0-100%	Mobile Home	AR, 01600	1	0	0	99	2015	1.61571e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 01600	0.881579	0	0.118421	47	1292	9.16584e-06
0-100%	Multi-Family with 5+ Units	AR, 01600	1	0	0	81	2391	1.79379e-05
0-100%	Single-Family Attached	AR, 01600	0.987928	0	0.0120719	185	222	1.33906e-06
0-100%	Single-Family Detached	AR, 01600	0.987996	0	0.0120039	269	5165	4.14772e-05
100-150%	Mobile Home	AR, 01600	1	0	0	95	1725	1.28463e-05
100-150%	Multi-Family with 2 - 4 Units	AR, 01600	1	0	0	21	410	3.78942e-06
100-150%	Multi-Family with 5+ Units	AR, 01600	1	0	0	43	957	7.69432e-06
100-150%	Single-Family Attached	AR, 01600	0.987921	0	0.0120788	149	11	1.02778e-06
100-150%	Single-Family Detached	AR, 01600	0.989445	0	0.0105547	239	4453	3.83599e-05
150-200%	Mobile Home	AR, 01600	1	0	0	80	1482	1.03152e-05
150-200%	Multi-Family with 2 - 4 Units	AR, 01600	1	0	0	21	449	2.77382e-06
150-200%	Multi-Family with 5+ Units	AR, 01600	0.968105	0	0.0318949	24	533	4.62765e-06
150-200%	Single-Family Attached	AR, 01600	0.982612	0	0.0173881	127	129	9.75874e-07
150-200%	Single-Family Detached	AR, 01600	1	0	0	227	4924	3.60677e-05
200-300%	Mobile Home	AR, 01600	1	0	0	104	1981	1.53141e-05
200-300%	Multi-Family with 2 - 4 Units	AR, 01600	1	0	0	25	739	4.2718e-06
200-300%	Multi-Family with 5+ Units	AR, 01600	0.915429	0	0.0845714	34	875	6.00809e-06
200-300%	Single-Family Attached	AR, 01600	1	0	0	12	195	1.22562e-06
200-300%	Single-Family Detached	AR, 01600	0.986869	0	0.0131314	453	8453	6.56852e-05
300-400%	Mobile Home	AR, 01600	1	0	0	68	1440	9.18395e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01600	1	0	0	10	169	3.05604e-06
300-400%	Multi-Family with 5+ Units	AR, 01600	1	0	0	19	423	2.99427e-06
300-400%	Single-Family Attached	AR, 01600	1	0	0	93	188	8.21965e-07
300-400%	Single-Family Detached	AR, 01600	0.98771	0	0.0122902	350	6672	4.89793e-05
400%+	Mobile Home	AR, 01600	1	0	0	58	1333	9.91522e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01600	1	0	0	17	599	3.97905e-06
400%+	Multi-Family with 5+ Units	AR, 01600	1	0	0	28	731	4.41807e-06
400%+	Single-Family Attached	AR, 01600	1	0	0	15	339	2.62143e-06
400%+	Single-Family Detached	AR, 01600	0.988921	0	0.0110786	775	14713	9.74396e-05
Not Available	Mobile Home	AR, 01600	0	1	0	87	2968	2.19362e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 01600	0	1	0	46	1866	1.37915e-05
Not Available	Multi-Family with 5+ Units	AR, 01600	0	1	0	43	1747	1.29119e-05
Not Available	Single-Family Attached	AR, 01600	0	1	0	10	353	2.60899e-06
Not Available	Single-Family Detached	AR, 01600	0	1	0	286	9817	7.25564e-05
0-100%	Mobile Home	AR, 01700	1	0	0	51	732	6.9591e-06
0-100%	Multi-Family with 2 - 4 Units	AR, 01700	1	0	0	34	700	5.09227e-06
0-100%	Multi-Family with 5+ Units	AR, 01700	1	0	0	52	1389	9.9028e-06
0-100%	Single-Family Attached	AR, 01700	0.987928	0	0.0120719	185	118	5.18836e-07
0-100%	Single-Family Detached	AR, 01700	1	0	0	214	4585	3.64606e-05
100-150%	Mobile Home	AR, 01700	0.991369	0	0.00863132	49	811	5.42909e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 01700	1	0	0	11	235	1.80525e-06
100-150%	Multi-Family with 5+ Units	AR, 01700	1	0	0	16	369	4.24808e-06
100-150%	Single-Family Attached	AR, 01700	0.987921	0	0.0120788	149	74	3.24947e-07
100-150%	Single-Family Detached	AR, 01700	0.985973	0	0.0140273	163	2709	2.32353e-05
150-200%	Mobile Home	AR, 01700	1	0	0	38	605	4.95595e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01700	0.993361	0	0.00663927	394	170	1.24103e-06
150-200%	Multi-Family with 5+ Units	AR, 01700	1	0	0	13	453	3.15317e-06
150-200%	Single-Family Attached	AR, 01700	0.982612	0	0.0173881	127	43	2.76897e-07
150-200%	Single-Family Detached	AR, 01700	0.998961	0	0.00103914	151	2887	1.99906e-05
200-300%	Mobile Home	AR, 01700	1	0	0	64	1228	7.90901e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 01700	0.996698	0	0.0033021	506	233	1.52806e-06
200-300%	Multi-Family with 5+ Units	AR, 01700	1	0	0	21	665	4.88172e-06
200-300%	Single-Family Attached	AR, 01700	0.981563	0	0.0184372	179	7	4.12303e-07
200-300%	Single-Family Detached	AR, 01700	0.996924	0	0.00307625	268	4551	3.58066e-05
300-400%	Mobile Home	AR, 01700	1	0	0	45	818	5.33769e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01700	0.999051	0	0.000948917	262	257	1.33663e-06
300-400%	Multi-Family with 5+ Units	AR, 01700	1	0	0	15	643	2.99633e-06
300-400%	Single-Family Attached	AR, 01700	1	0	0	93	25	2.45444e-07
300-400%	Single-Family Detached	AR, 01700	1	0	0	210	3266	2.73393e-05
400%+	Mobile Home	AR, 01700	0.990177	0	0.00982318	66	1018	8.12682e-06
400%+	Multi-Family with 2 - 4 Units	AR, 01700	0.99194	0	0.00806045	307	88	1.49904e-06
400%+	Multi-Family with 5+ Units	AR, 01700	1	0	0	12	314	3.29152e-06
400%+	Single-Family Attached	AR, 01700	0.987589	0	0.0124107	236	50	5.76423e-07
400%+	Single-Family Detached	AR, 01700	0.999443	0	0.000557414	516	8970	5.75009e-05
Not Available	Mobile Home	AR, 01700	0	1	0	62	1803	1.33937e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 01700	0	1	0	16	407	3.02343e-06
Not Available	Multi-Family with 5+ Units	AR, 01700	0	1	0	18	627	4.65771e-06
Not Available	Single-Family Attached	AR, 01700	0	1	0	76	169	1.25543e-06
Not Available	Single-Family Detached	AR, 01700	0	1	0	203	5589	4.15182e-05
0-100%	Mobile Home	AR, 01800	1	0	0	125	1671	1.31198e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 01800	1	0	0	63	1235	8.74796e-06
0-100%	Multi-Family with 5+ Units	AR, 01800	1	0	0	32	623	4.46891e-06
0-100%	Single-Family Attached	AR, 01800	0.987928	0	0.0120719	185	82	4.31831e-07
0-100%	Single-Family Detached	AR, 01800	0.995562	0	0.00443787	273	4056	3.17177e-05
100-150%	Mobile Home	AR, 01800	1	0	0	91	1341	9.30976e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 01800	1	0	0	22	569	3.83348e-06
100-150%	Multi-Family with 5+ Units	AR, 01800	0.988815	0	0.0111854	676	193	1.49004e-06
100-150%	Single-Family Attached	AR, 01800	0.987921	0	0.0120788	149	76	2.75765e-07
100-150%	Single-Family Detached	AR, 01800	0.99031	0	0.00969044	252	3715	2.54432e-05
150-200%	Mobile Home	AR, 01800	1	0	0	59	1117	8.06757e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01800	1	0	0	17	272	2.59594e-06
150-200%	Multi-Family with 5+ Units	AR, 01800	0.998663	0	0.00133711	465	125	9.57994e-07
150-200%	Single-Family Attached	AR, 01800	0.982612	0	0.0173881	127	28	2.39008e-07
150-200%	Single-Family Detached	AR, 01800	1	0	0	192	2673	2.09061e-05
200-300%	Mobile Home	AR, 01800	1	0	0	112	1560	1.28034e-05
200-300%	Multi-Family with 2 - 4 Units	AR, 01800	1	0	0	14	247	2.03085e-06
200-300%	Multi-Family with 5+ Units	AR, 01800	0.987644	0	0.0123558	693	149	1.00714e-06
200-300%	Single-Family Attached	AR, 01800	0.981563	0	0.0184372	179	0	3.33027e-07
200-300%	Single-Family Detached	AR, 01800	0.995313	0	0.00468713	291	4267	3.46772e-05
300-400%	Mobile Home	AR, 01800	0.995441	0	0.00455927	80	1316	8.13977e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 01800	0.999051	0	0.000948917	262	150	6.90395e-07
300-400%	Multi-Family with 5+ Units	AR, 01800	0.990901	0	0.00909918	427	77	5.47355e-07
300-400%	Single-Family Attached	AR, 01800	1	0	0	93	54	1.8755e-07
