Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=None	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
100-150%	Mobile Home	AL	Owner	1940s	1.41527e-05	0.999986	0	4.30963	7.76843e-19	6.44098e-07
100-150%	Mobile Home	AL	Owner	1950s	1.87418e-05	0.999981	0	2.49343	172.89	9.97612e-07
100-150%	Mobile Home	AL	Owner	1960s	9.35924e-06	0.999991	0	3.72475	60.2705	5.96983e-06
100-150%	Mobile Home	AL	Owner	1970s	5.4488e-05	0.999946	0	0.646444	384.366	2.95473e-05
100-150%	Mobile Home	AL	Owner	1980s	2.57534e-05	0.999974	0	0.523312	202.136	4.45218e-05
100-150%	Mobile Home	AL	Owner	1990s	4.94013e-05	0.999951	0	0.30783	626.729	7.38374e-05
100-150%	Mobile Home	AL	Owner	2000s	0	1	0	0.923491	415.791	2.84266e-05
100-150%	Mobile Home	AL	Owner	2010s	0.00016475	0.999835	0	0.369397	122.427	7.25621e-06
100-150%	Mobile Home	AL	Owner	<1940	1.41527e-05	0.999986	0	4.30963	7.76843e-19	3.61954e-07
100-150%	Mobile Home	AL	Renter	1940s	0.0392723	0.960728	0	1.23795	1.73883e-20	2.53368e-07
100-150%	Mobile Home	AL	Renter	1950s	0.0513527	0.948647	0	0.716243	3.86985	3.49181e-07
100-150%	Mobile Home	AL	Renter	1960s	0.0263209	0.973679	0	1.06994	1.34906	2.4143e-06
100-150%	Mobile Home	AL	Renter	1970s	0.135984	0.864016	0	0.185693	8.60339	1.21649e-05
100-150%	Mobile Home	AL	Renter	1980s	0.0692348	0.930765	0	0.150323	4.52449	2.10581e-05
100-150%	Mobile Home	AL	Renter	1990s	0.124873	0.875127	0	0.088425	14.0283	3.48507e-05
100-150%	Mobile Home	AL	Renter	2000s	0	1	0	0.265275	9.30679	1.50087e-05
100-150%	Mobile Home	AL	Renter	2010s	0.322458	0.677542	0	0.10611	2.74033	4.64043e-06
100-150%	Mobile Home	AL	Renter	<1940	0.0392723	0.960728	0	1.23795	1.73883e-20	1.7275e-07
100-150%	Mobile Home	AR	Not Available	1940s	0	0	1	4.27667	5.3502e-18	0
100-150%	Mobile Home	AR	Not Available	1950s	0	0	1	4.06634	5.3502e-18	0
100-150%	Mobile Home	AR	Not Available	1960s	0	0	1	5.29325	254.93	0
100-150%	Mobile Home	AR	Not Available	1970s	0	0	1	0.630983	1233.92	0
100-150%	Mobile Home	AR	Not Available	1980s	0	0	1	1.05164	1546.83	0
100-150%	Mobile Home	AR	Not Available	1990s	0	0	1	1.1568	1611.25	0
100-150%	Mobile Home	AR	Not Available	2000s	0	0	1	0.946475	1288.53	0
100-150%	Mobile Home	AR	Not Available	2010s	0	0	1	0.736147	608.031	0
100-150%	Mobile Home	AR	Not Available	<1940	0	0	1	4.27667	5.3502e-18	0
100-150%	Mobile Home	AR	Owner	1940s	0.0903497	0.90965	0	8.99803	1.93338e-18	4.01451e-07
100-150%	Mobile Home	AR	Owner	1950s	0.0877332	0.912267	0	8.5555	1.93338e-18	7.88844e-07
100-150%	Mobile Home	AR	Owner	1960s	0.0871415	0.912859	0	11.1369	92.123	4.50754e-06
100-150%	Mobile Home	AR	Owner	1970s	0.204609	0.795391	0	1.32758	445.899	1.78876e-05
100-150%	Mobile Home	AR	Owner	1980s	0.117708	0.882292	0	2.21263	558.971	2.08392e-05
100-150%	Mobile Home	AR	Owner	1990s	0.168027	0.831973	0	2.43389	582.25	3.23166e-05
100-150%	Mobile Home	AR	Owner	2000s	0	1	0	1.99137	465.63	1.77883e-05
100-150%	Mobile Home	AR	Owner	2010s	0.102993	0.897007	0	1.54884	219.722	4.5596e-06
100-150%	Mobile Home	AR	Owner	<1940	0.0903497	0.90965	0	8.99803	1.93338e-18	5.56363e-07
100-150%	Mobile Home	AR	Renter	1940s	0.0957776	0.904222	0	1.7058	8.5117e-19	1.66754e-07
100-150%	Mobile Home	AR	Renter	1950s	0.09302	0.90698	0	1.62191	8.5117e-19	3.51331e-07
100-150%	Mobile Home	AR	Renter	1960s	0.0923963	0.907604	0	2.11128	40.557	1.86299e-06
100-150%	Mobile Home	AR	Renter	1970s	0.215277	0.784723	0	0.251676	196.306	7.59499e-06
100-150%	Mobile Home	AR	Renter	1980s	0.124555	0.875445	0	0.419459	246.086	1.0869e-05
100-150%	Mobile Home	AR	Renter	1990s	0.177212	0.822788	0	0.461405	256.335	1.65768e-05
100-150%	Mobile Home	AR	Renter	2000s	0	1	0	0.377513	204.993	9.95991e-06
100-150%	Mobile Home	AR	Renter	2010s	0.109089	0.890911	0	0.293621	96.7324	3.08574e-06
100-150%	Mobile Home	AR	Renter	<1940	0.0957776	0.904222	0	1.7058	8.5117e-19	2.76209e-07
100-150%	Mobile Home	AZ	Not Available	1940s	0	0	1	0.951305	2.48376e-18	0
100-150%	Mobile Home	AZ	Not Available	1950s	0	0	1	1.33887	219.462	0
100-150%	Mobile Home	AZ	Not Available	1960s	0	0	1	2.04354	628.157	0
100-150%	Mobile Home	AZ	Not Available	1970s	0	0	1	0.422802	965.485	0
100-150%	Mobile Home	AZ	Not Available	1980s	0	0	1	0.387569	1886.57	0
100-150%	Mobile Home	AZ	Not Available	1990s	0	0	1	0.634204	1067.33	0
100-150%	Mobile Home	AZ	Not Available	2000s	0	0	1	0.352335	646.44	0
100-150%	Mobile Home	AZ	Not Available	2010s	0	0	1	3.38242	550.639	0
100-150%	Mobile Home	AZ	Not Available	<1940	0	0	1	0.951305	2.48376e-18	0
100-150%	Mobile Home	AZ	Owner	1940s	0.0887159	0.911284	0	0.693013	9.15355e-19	5.35732e-07
100-150%	Mobile Home	AZ	Owner	1950s	0.0328442	0.967156	0	0.975351	80.8795	3.61469e-06
100-150%	Mobile Home	AZ	Owner	1960s	0.0827017	0.917298	0	1.48869	231.499	1.65005e-05
100-150%	Mobile Home	AZ	Owner	1970s	0.154094	0.845906	0	0.308006	355.816	5.27e-05
100-150%	Mobile Home	AZ	Owner	1980s	0.0730913	0.926909	0	0.282338	695.268	4.49862e-05
100-150%	Mobile Home	AZ	Owner	1990s	0	1	0	0.462008	393.35	4.44912e-05
100-150%	Mobile Home	AZ	Owner	2000s	0.121072	0.878928	0	0.256671	238.237	2.47771e-05
100-150%	Mobile Home	AZ	Owner	2010s	0.0073456	0.992654	0	2.46405	202.93	5.51061e-06
100-150%	Mobile Home	AZ	Owner	<1940	0.0887159	0.911284	0	0.693013	9.15355e-19	1.05919e-06
100-150%	Mobile Home	AZ	Renter	1940s	0.00073186	0.999268	0	0.622991	3.83474e-19	1.53062e-07
100-150%	Mobile Home	AZ	Renter	1950s	0.000255417	0.999745	0	0.876803	33.8832	1.09076e-06
100-150%	Mobile Home	AZ	Renter	1960s	0.00067781	0.999322	0	1.33828	96.9828	6.2217e-06
100-150%	Mobile Home	AZ	Renter	1970s	0.00136857	0.998631	0	0.276885	149.064	1.83289e-05
100-150%	Mobile Home	AZ	Renter	1980s	0.000592883	0.999407	0	0.253811	291.272	1.67235e-05
100-150%	Mobile Home	AZ	Renter	1990s	0	1	0	0.415328	164.788	1.65924e-05
100-150%	Mobile Home	AZ	Renter	2000s	0.00103523	0.998965	0	0.230738	99.8057	1.1804e-05
100-150%	Mobile Home	AZ	Renter	2010s	5.56677e-05	0.999944	0	2.21508	85.0146	2.3663e-06
100-150%	Mobile Home	AZ	Renter	<1940	0.00073186	0.999268	0	0.622991	3.83474e-19	2.75993e-07
100-150%	Mobile Home	CA	Not Available	1940s	0	0	1	3.11601	2.11144e-18	0
100-150%	Mobile Home	CA	Not Available	1950s	0	0	1	3.003	2.11144e-18	0
100-150%	Mobile Home	CA	Not Available	1960s	0	0	1	0.161451	1397.03	0
100-150%	Mobile Home	CA	Not Available	1970s	0	0	1	0.306758	4755.69	0
100-150%	Mobile Home	CA	Not Available	1980s	0	0	1	0.226032	2472.05	0
100-150%	Mobile Home	CA	Not Available	1990s	0	0	1	0.306758	253.736	0
100-150%	Mobile Home	CA	Not Available	2000s	0	0	1	0.161451	621.342	0
100-150%	Mobile Home	CA	Not Available	2010s	0	0	1	1.63066	183.413	0
100-150%	Mobile Home	CA	Not Available	<1940	0	0	1	3.11601	2.11144e-18	0
100-150%	Mobile Home	CA	Owner	1940s	0.124714	0.875286	0	3.82288	1.50212e-18	3.69753e-06
100-150%	Mobile Home	CA	Owner	1950s	0.0377045	0.962296	0	3.68422	1.50212e-18	1.43513e-05
100-150%	Mobile Home	CA	Owner	1960s	0.407915	0.592085	0	0.198076	993.878	4.46233e-05
100-150%	Mobile Home	CA	Owner	1970s	0.144281	0.855719	0	0.376345	3383.3	0.000136449
100-150%	Mobile Home	CA	Owner	1980s	0.139908	0.860092	0	0.277307	1758.67	6.4211e-05
100-150%	Mobile Home	CA	Owner	1990s	0.239826	0.760174	0	0.376345	180.514	3.80585e-05
100-150%	Mobile Home	CA	Owner	2000s	0.355864	0.644136	0	0.198076	442.036	3.55338e-05
100-150%	Mobile Home	CA	Owner	2010s	0.050985	0.949015	0	2.00057	130.484	7.6837e-06
100-150%	Mobile Home	CA	Owner	<1940	0.124714	0.875286	0	3.82288	1.50212e-18	2.88701e-06
100-150%	Mobile Home	CA	Renter	1940s	0.0360787	0.963921	0	1.77377	5.17414e-20	1.98223e-06
100-150%	Mobile Home	CA	Renter	1950s	0.0101878	0.989812	0	1.70943	5.17414e-20	6.73771e-06
100-150%	Mobile Home	CA	Renter	1960s	0.153245	0.846755	0	0.091905	34.2346	2.16023e-05
100-150%	Mobile Home	CA	Renter	1970s	0.042413	0.957587	0	0.174619	116.54	6.12873e-05
100-150%	Mobile Home	CA	Renter	1980s	0.0409799	0.95902	0	0.128667	60.5783	3.22704e-05
100-150%	Mobile Home	CA	Renter	1990s	0.0765332	0.923467	0	0.174619	6.21788	1.98482e-05
100-150%	Mobile Home	CA	Renter	2000s	0.126735	0.873265	0	0.091905	15.2261	2.09935e-05
100-150%	Mobile Home	CA	Renter	2010s	0.0139164	0.986084	0	0.92824	4.49458	4.05886e-06
100-150%	Mobile Home	CA	Renter	<1940	0.0360787	0.963921	0	1.77377	5.17414e-20	1.29077e-06
100-150%	Mobile Home	CO	Not Available	1940s	0	0	1	7.97614	2.2353e-18	0
100-150%	Mobile Home	CO	Not Available	1950s	0	0	1	4.25845	2.2353e-18	0
100-150%	Mobile Home	CO	Not Available	1960s	0	0	1	6.15109	2.2353e-18	0
100-150%	Mobile Home	CO	Not Available	1970s	0	0	1	1.75746	830.634	0
100-150%	Mobile Home	CO	Not Available	1980s	0	0	1	0.946322	363.729	0
100-150%	Mobile Home	CO	Not Available	1990s	0	0	1	1.41948	570.776	0
100-150%	Mobile Home	CO	Not Available	2000s	0	0	1	0.675944	446.409	0
100-150%	Mobile Home	CO	Not Available	2010s	0	0	1	8.11133	150.971	0
100-150%	Mobile Home	CO	Not Available	<1940	0	0	1	7.97614	2.2353e-18	0
100-150%	Mobile Home	CO	Owner	1940s	0.0184383	0.981562	0	7.6438	2.2353e-18	3.67914e-07
100-150%	Mobile Home	CO	Owner	1950s	0.0243762	0.975624	0	4.08101	2.2353e-18	1.23027e-06
100-150%	Mobile Home	CO	Owner	1960s	0.0371246	0.962875	0	5.8948	2.2353e-18	4.83984e-06
100-150%	Mobile Home	CO	Owner	1970s	0.0524874	0.947513	0	1.68423	830.634	2.10963e-05
100-150%	Mobile Home	CO	Owner	1980s	0	1	0	0.906892	363.729	1.01717e-05
100-150%	Mobile Home	CO	Owner	1990s	0.0596543	0.940346	0	1.36034	570.776	1.38055e-05
100-150%	Mobile Home	CO	Owner	2000s	0.156983	0.843017	0	0.64778	446.409	6.18309e-06
100-150%	Mobile Home	CO	Owner	2010s	0.00157089	0.998429	0	7.77336	150.971	2.84444e-06
100-150%	Mobile Home	CO	Owner	<1940	0.0184383	0.981562	0	7.6438	2.2353e-18	9.43144e-07
100-150%	Mobile Home	CO	Renter	1940s	0	1	0	3.8868e-20	4.52283e-59	1.23178e-07
100-150%	Mobile Home	CO	Renter	1950s	0	1	0	2.07516e-20	4.52283e-59	4.80528e-07
100-150%	Mobile Home	CO	Renter	1960s	0	1	0	2.99745e-20	4.52283e-59	2.19063e-06
100-150%	Mobile Home	CO	Renter	1970s	0	1	0	8.56414e-21	1.68068e-38	9.42126e-06
100-150%	Mobile Home	CO	Renter	1980s	0	1	0	4.61146e-21	7.35959e-39	5.35836e-06
100-150%	Mobile Home	CO	Renter	1990s	0	1	0	6.91719e-21	1.15489e-38	7.20446e-06
100-150%	Mobile Home	CO	Renter	2000s	0	1	0	3.2939e-21	9.0325e-39	3.64171e-06
100-150%	Mobile Home	CO	Renter	2010s	0	1	0	3.95268e-20	3.05469e-39	1.60178e-06
100-150%	Mobile Home	CO	Renter	<1940	0	1	0	3.8868e-20	4.52283e-59	2.35529e-07
100-150%	Mobile Home	CT	Not Available	1940s	0	0	1	6.15619	3.62408e-18	0
100-150%	Mobile Home	CT	Not Available	1950s	0	0	1	2.83824	3.62408e-18	0
100-150%	Mobile Home	CT	Not Available	1960s	0	0	1	2.31857	3.62408e-18	0
100-150%	Mobile Home	CT	Not Available	1970s	0	0	1	0.299815	3.62408e-18	0
100-150%	Mobile Home	CT	Not Available	1980s	0	0	1	0.199876	219.674	0
100-150%	Mobile Home	CT	Not Available	1990s	0	0	1	0.239852	181.202	0
100-150%	Mobile Home	CT	Not Available	2000s	0	0	1	0.199876	202.506	0
100-150%	Mobile Home	CT	Not Available	2010s	0	0	1	1.63899	3.62408e-18	0
100-150%	Mobile Home	CT	Not Available	<1940	0	0	1	6.15619	3.62408e-18	0
100-150%	Mobile Home	CT	Owner	1940s	0.0839393	0.916061	0	4.70768	3.62408e-18	2.10032e-07
100-150%	Mobile Home	CT	Owner	1950s	0.103739	0.896261	0	2.17042	3.62408e-18	4.13794e-07
100-150%	Mobile Home	CT	Owner	1960s	0.0682153	0.931785	0	1.77302	3.62408e-18	1.1085e-06
100-150%	Mobile Home	CT	Owner	1970s	0.0826255	0.917374	0	0.22927	3.62408e-18	2.51671e-06
100-150%	Mobile Home	CT	Owner	1980s	0.308525	0.691475	0	0.152847	219.674	2.0098e-06
100-150%	Mobile Home	CT	Owner	1990s	0	1	0	0.183416	181.202	4.97758e-07
100-150%	Mobile Home	CT	Owner	2000s	0.54051	0.45949	0	0.152847	202.506	6.52804e-07
100-150%	Mobile Home	CT	Owner	2010s	0.0131411	0.986859	0	1.25334	3.62408e-18	2.88717e-07
100-150%	Mobile Home	CT	Owner	<1940	0.0839393	0.916061	0	4.70768	3.62408e-18	2.08034e-07
100-150%	Mobile Home	CT	Renter	1940s	0.0357194	0.964281	0	1.62018e-19	1.16069e-57	6.99668e-08
100-150%	Mobile Home	CT	Renter	1950s	0.0447001	0.9553	0	7.46966e-20	1.16069e-57	9.092e-08
100-150%	Mobile Home	CT	Renter	1960s	0.0287448	0.971255	0	6.10198e-20	1.16069e-57	2.39455e-07
100-150%	Mobile Home	CT	Renter	1970s	0.0351314	0.964869	0	7.89049e-21	1.16069e-57	6.17998e-07
100-150%	Mobile Home	CT	Renter	1980s	0.152811	0.847189	0	5.26032e-21	7.03557e-38	5.84695e-07
100-150%	Mobile Home	CT	Renter	1990s	0	1	0	6.31239e-21	5.80339e-38	1.30677e-07
100-150%	Mobile Home	CT	Renter	2000s	0.322282	0.677718	0	5.26032e-21	6.48571e-38	3.12372e-07
100-150%	Mobile Home	CT	Renter	2010s	0.00535433	0.994646	0	4.31347e-20	1.16069e-57	4.70978e-08
100-150%	Mobile Home	CT	Renter	<1940	0.0357194	0.964281	0	1.62018e-19	1.16069e-57	5.59086e-08
100-150%	Mobile Home	DC	Not Available	1940s	0	0	1	11.6956	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	1950s	0	0	1	9.21194	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	1960s	0	0	1	10.657	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	1970s	0	0	1	1.67079	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	1980s	0	0	1	1.98689	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	1990s	0	0	1	3.07065	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	2000s	0	0	1	1.58048	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	2010s	0	0	1	0.857975	4.7619e-18	0
100-150%	Mobile Home	DC	Not Available	<1940	0	0	1	11.6956	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	1940s	0.0646112	0.935389	0	9.05462	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	1950s	0.0582084	0.941792	0	7.13183	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	1960s	0.0294542	0.970546	0	8.25055	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	1970s	0.0635479	0.936452	0	1.29352	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	1980s	0.165909	0.834091	0	1.53824	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	1990s	0.0388492	0.961151	0	2.37728	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	2000s	0.0326356	0.967364	0	1.2236	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	2010s	0	1	0	0.664239	4.7619e-18	0
100-150%	Mobile Home	DC	Owner	<1940	0.0646112	0.935389	0	9.05462	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	1940s	0.0441403	0.95586	0	2.64093	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	1950s	0.03968	0.96032	0	2.08012	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	1960s	0.0198854	0.980115	0	2.40641	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	1970s	0.0433982	0.956602	0	0.377276	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	1980s	0.117371	0.882629	0	0.448653	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	1990s	0.0263109	0.973689	0	0.693372	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	2000s	0.0220567	0.977943	0	0.356883	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	2010s	0	1	0	0.193736	4.7619e-18	0
100-150%	Mobile Home	DC	Renter	<1940	0.0441403	0.95586	0	2.64093	4.7619e-18	0
100-150%	Mobile Home	DE	Not Available	1940s	0	0	1	6.71286	5.32305e-19	0
100-150%	Mobile Home	DE	Not Available	1950s	0	0	1	5.28735	5.32305e-19	0
100-150%	Mobile Home	DE	Not Available	1960s	0	0	1	6.11674	5.32305e-19	0
100-150%	Mobile Home	DE	Not Available	1970s	0	0	1	0.95898	47.6013	0
100-150%	Mobile Home	DE	Not Available	1980s	0	0	1	1.14041	27.7798	0
100-150%	Mobile Home	DE	Not Available	1990s	0	0	1	1.76245	72.8945	0
100-150%	Mobile Home	DE	Not Available	2000s	0	0	1	0.907143	33.2998	0
100-150%	Mobile Home	DE	Not Available	2010s	0	0	1	0.492449	29.7728	0
100-150%	Mobile Home	DE	Not Available	<1940	0	0	1	6.71286	5.32305e-19	0
100-150%	Mobile Home	DE	Owner	1940s	0.111408	0.888592	0	5.19705	5.32305e-19	5.01675e-08
100-150%	Mobile Home	DE	Owner	1950s	0.100868	0.899132	0	4.09343	5.32305e-19	4.32928e-07
100-150%	Mobile Home	DE	Owner	1960s	0.0522086	0.947791	0	4.73554	5.32305e-19	1.25952e-06
100-150%	Mobile Home	DE	Owner	1970s	0.109665	0.890335	0	0.742436	47.6013	3.87172e-06
100-150%	Mobile Home	DE	Owner	1980s	0.265268	0.734732	0	0.882897	27.7798	6.01343e-06
100-150%	Mobile Home	DE	Owner	1990s	0.0683503	0.93165	0	1.36448	72.8945	5.47144e-06
100-150%	Mobile Home	DE	Owner	2000s	0.0577016	0.942298	0	0.702304	33.2998	3.21416e-06
100-150%	Mobile Home	DE	Owner	2010s	0	1	0	0.381251	29.7728	5.98164e-07
100-150%	Mobile Home	DE	Owner	<1940	0.111408	0.888592	0	5.19705	5.32305e-19	8.74957e-08
100-150%	Mobile Home	DE	Renter	1940s	0.0773362	0.922664	0	3.8117e-20	3.36598e-58	1.22883e-08
100-150%	Mobile Home	DE	Renter	1950s	0.0697664	0.930234	0	3.00227e-20	3.36598e-58	1.07775e-07
100-150%	Mobile Home	DE	Renter	1960s	0.0355181	0.964482	0	3.47321e-20	3.36598e-58	4.23106e-07
100-150%	Mobile Home	DE	Renter	1970s	0.0760805	0.92392	0	5.44529e-21	3.01002e-38	1.2561e-06
100-150%	Mobile Home	DE	Renter	1980s	0.194438	0.805562	0	6.47548e-21	1.75663e-38	1.93413e-06
100-150%	Mobile Home	DE	Renter	1990s	0.046754	0.953246	0	1.00076e-20	4.60941e-38	1.69624e-06
100-150%	Mobile Home	DE	Renter	2000s	0.0393278	0.960672	0	5.15095e-21	2.10568e-38	1.11624e-06
100-150%	Mobile Home	DE	Renter	2010s	0	1	0	2.79623e-21	1.88265e-38	3.14241e-07
100-150%	Mobile Home	DE	Renter	<1940	0.0773362	0.922664	0	3.8117e-20	3.36598e-58	4.93343e-08
100-150%	Mobile Home	FL	Not Available	1940s	0	0	1	5.79408	148.612	0
100-150%	Mobile Home	FL	Not Available	1950s	0	0	1	4.56367	936.927	0
100-150%	Mobile Home	FL	Not Available	1960s	0	0	1	5.27954	2.75144e-18	0
100-150%	Mobile Home	FL	Not Available	1970s	0	0	1	0.827725	3840.58	0
100-150%	Mobile Home	FL	Not Available	1980s	0	0	1	0.984322	2360.83	0
100-150%	Mobile Home	FL	Not Available	1990s	0	0	1	0.268451	4993.09	0
100-150%	Mobile Home	FL	Not Available	2000s	0	0	1	0.782983	1740.48	0
100-150%	Mobile Home	FL	Not Available	2010s	0	0	1	0.425048	1776.16	0
100-150%	Mobile Home	FL	Not Available	<1940	0	0	1	5.79408	384.047	0
100-150%	Mobile Home	FL	Owner	1940s	0.0783827	0.921617	0	15.9782	70.6346	1.84125e-06
100-150%	Mobile Home	FL	Owner	1950s	0.0707183	0.929282	0	12.5851	445.318	1.108e-05
100-150%	Mobile Home	FL	Owner	1960s	0.0360208	0.963979	0	14.5592	1.30775e-18	4.20903e-05
100-150%	Mobile Home	FL	Owner	1970s	0.0771114	0.922889	0	2.28259	1825.42	0.000140656
100-150%	Mobile Home	FL	Owner	1980s	0.196731	0.803269	0	2.71444	1122.09	0.000136585
100-150%	Mobile Home	FL	Owner	1990s	0	1	0	0.740301	2373.2	0.000104772
100-150%	Mobile Home	FL	Owner	2000s	0.0398822	0.960118	0	2.15921	827.246	6.05756e-05
100-150%	Mobile Home	FL	Owner	2010s	0	1	0	1.17214	844.201	1.28077e-05
100-150%	Mobile Home	FL	Owner	<1940	0.0783827	0.921617	0	15.9782	182.536	1.26217e-06
100-150%	Mobile Home	FL	Renter	1940s	0.0537995	0.9462	0	2.09946	14.3353	7.5317e-07
100-150%	Mobile Home	FL	Renter	1950s	0.0484126	0.951587	0	1.65363	90.3773	3.9171e-06
100-150%	Mobile Home	FL	Renter	1960s	0.0243722	0.975628	0	1.91302	2.65408e-19	1.63112e-05
100-150%	Mobile Home	FL	Renter	1970s	0.052904	0.947096	0	0.299923	370.468	5.25491e-05
100-150%	Mobile Home	FL	Renter	1980s	0.140697	0.859303	0	0.356665	227.729	5.66674e-05
100-150%	Mobile Home	FL	Renter	1990s	0	1	0	0.0972723	481.641	4.73703e-05
100-150%	Mobile Home	FL	Renter	2000s	0.02702	0.97298	0	0.283711	167.89	3.15618e-05
100-150%	Mobile Home	FL	Renter	2010s	0	1	0	0.154015	171.331	7.16147e-06
100-150%	Mobile Home	FL	Renter	<1940	0.0537995	0.9462	0	2.09946	37.0457	5.62563e-07
100-150%	Mobile Home	GA	Not Available	1940s	0	0	1	17.7588	1.05647e-18	0
100-150%	Mobile Home	GA	Not Available	1950s	0	0	1	13.9876	1.05647e-18	0
100-150%	Mobile Home	GA	Not Available	1960s	0	0	1	16.1818	144.192	0
100-150%	Mobile Home	GA	Not Available	1970s	0	0	1	2.53697	590.993	0
100-150%	Mobile Home	GA	Not Available	1980s	0	0	1	3.01694	647.472	0
100-150%	Mobile Home	GA	Not Available	1990s	0	0	1	4.66254	1123.25	0
100-150%	Mobile Home	GA	Not Available	2000s	0	0	1	2.39984	454.914	0
100-150%	Mobile Home	GA	Not Available	2010s	0	0	1	1.30277	344.121	0
100-150%	Mobile Home	GA	Not Available	<1940	0	0	1	17.7588	1.05647e-18	0
100-150%	Mobile Home	GA	Owner	1940s	0.0313899	0.96861	0	11.1378	6.93309e-19	9.3683e-07
100-150%	Mobile Home	GA	Owner	1950s	0.0281801	0.97182	0	8.7726	6.93309e-19	2.36047e-06
100-150%	Mobile Home	GA	Owner	1960s	0.0140384	0.985962	0	10.1487	94.6258	9.94283e-06
100-150%	Mobile Home	GA	Owner	1970s	0.0308553	0.969145	0	1.59111	387.84	3.5142e-05
100-150%	Mobile Home	GA	Owner	1980s	0.0853563	0.914644	0	1.89213	424.904	5.02959e-05
100-150%	Mobile Home	GA	Owner	1990s	0.0186105	0.98139	0	2.9242	737.136	7.85388e-05
100-150%	Mobile Home	GA	Owner	2000s	0.0155814	0.984419	0	1.5051	298.537	2.78278e-05
100-150%	Mobile Home	GA	Owner	2010s	0	1	0	0.817056	225.83	4.83355e-06
100-150%	Mobile Home	GA	Owner	<1940	0.0313899	0.96861	0	11.1378	6.93309e-19	7.27213e-07
100-150%	Mobile Home	GA	Renter	1940s	0.021206	0.978794	0	0.761536	3.81012e-20	5.67765e-07
100-150%	Mobile Home	GA	Renter	1950s	0.0190171	0.980983	0	0.59982	3.81012e-20	1.50759e-06
100-150%	Mobile Home	GA	Renter	1960s	0.00942907	0.990571	0	0.693909	5.20022	6.24623e-06
100-150%	Mobile Home	GA	Renter	1970s	0.0208411	0.979159	0	0.108791	21.314	2.16042e-05
100-150%	Mobile Home	GA	Renter	1980s	0.0587254	0.941275	0	0.129373	23.3508	3.60085e-05
100-150%	Mobile Home	GA	Renter	1990s	0.012519	0.987481	0	0.19994	40.5097	5.53745e-05
100-150%	Mobile Home	GA	Renter	2000s	0.0104708	0.989529	0	0.10291	16.4063	2.13313e-05
100-150%	Mobile Home	GA	Renter	2010s	0	1	0	0.0558656	12.4106	4.97308e-06
100-150%	Mobile Home	GA	Renter	<1940	0.021206	0.978794	0	0.761536	3.81012e-20	4.5782e-07
100-150%	Mobile Home	HI	Not Available	1940s	0	0	1	0.345776	4.7619e-18	0
100-150%	Mobile Home	HI	Not Available	1950s	0	0	1	0.410609	4.7619e-18	0
100-150%	Mobile Home	HI	Not Available	1960s	0	0	1	0.669941	4.7619e-18	0
100-150%	Mobile Home	HI	Not Available	1970s	0	0	1	0.756385	4.7619e-18	0
100-150%	Mobile Home	HI	Not Available	1980s	0	0	1	0.691552	4.7619e-18	0
100-150%	Mobile Home	HI	Not Available	1990s	0	0	1	0.777996	4.7619e-18	0
100-150%	Mobile Home	HI	Not Available	2000s	0	0	1	0.497053	4.7619e-18	0
100-150%	Mobile Home	HI	Not Available	2010s	0	0	1	0.302554	4.7619e-18	0
