Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
200-300%	Multi-Family with 5+ Units	VT	Renter	<1940	8.66637e-05	1.54996e-05	0.000406691	0.0720015	0.612193	0.299026	0.0157823	0.000488318	0	28	0	7.62063e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	<1940	0	0	0	0	0	0	0	0	1	29	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	<1940	0.102778	0.0183817	0.0451546	0.0191417	0.409523	0.361423	0.0435973	0	0	12	0	5.27879e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	<1940	0.0381145	0.00681671	0.0186196	0.164516	0.513497	0.258436	0	0	0	25	0	4.91134e-06
400%+	Multi-Family with 5+ Units	VT	Not Available	<1940	0	0	0	0	0	0	0	0	1	20	1127.31	0
400%+	Multi-Family with 5+ Units	VT	Owner	<1940	0.0109326	0.00165088	0.0110263	0.256563	0.419823	0.287578	0.0124265	0	0	15	0	2.40694e-06
400%+	Multi-Family with 5+ Units	VT	Renter	<1940	0.03243	0.00580005	0.0151802	0.117243	0.605082	0.224265	0	0	0	17	1127.31	6.97767e-06
Not Available	Multi-Family with 5+ Units	VT	Not Available	<1940	0.0310705	0.00481296	0.0141114	0.14739	0.510968	0.255149	0.00548861	0.0310095	0	51	4062.59	1.49981e-05
Not Available	Multi-Family with 5+ Units	VT	Owner	<1940	0	0	0	0	0	0	0	0	1	30	867.33	0
Not Available	Multi-Family with 5+ Units	VT	Renter	<1940	0	0	0	0	0	0	0	0	1	44	3195.26	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	1940s	0	0	0	0	0	0	0	0	1	11	9941.81	0
0-100%	Multi-Family with 5+ Units	WA	Owner	1940s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	4.92369e-07
0-100%	Multi-Family with 5+ Units	WA	Renter	1940s	0	0	0	0.02951	0.486464	0.289243	0.015416	0.179367	0	10	9941.81	1.51504e-05
100-150%	Multi-Family with 5+ Units	WA	Not Available	1940s	0	0	0	0	0	0	0	0	1	13	10.6844	0
100-150%	Multi-Family with 5+ Units	WA	Owner	1940s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	3.6174e-07
100-150%	Multi-Family with 5+ Units	WA	Renter	1940s	0	0	0.00275473	0.17686	0.453474	0.366561	0	0.000350141	0	13	10.6844	7.9813e-06
150-200%	Multi-Family with 5+ Units	WA	Not Available	1940s	0	0	0	0	0	0	0	0	1	19	0	0
150-200%	Multi-Family with 5+ Units	WA	Owner	1940s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	3.7963e-07
150-200%	Multi-Family with 5+ Units	WA	Renter	1940s	0	0	0.00138646	0.0934396	0.53915	0.358879	0.0066552	0.000489583	0	19	0	6.39109e-06
200-300%	Multi-Family with 5+ Units	WA	Not Available	1940s	0	0	0	0	0	0	0	0	1	13	1424.43	0
200-300%	Multi-Family with 5+ Units	WA	Owner	1940s	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	1.15786e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	1940s	0.0123415	0.00220726	0.00625313	0.100779	0.535447	0.276874	0.0660988	0	0	13	1424.43	1.06394e-05
300-400%	Multi-Family with 5+ Units	WA	Not Available	1940s	0	0	0	0	0	0	0	0	1	10	1389.58	0
300-400%	Multi-Family with 5+ Units	WA	Owner	1940s	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	9.01826e-07
300-400%	Multi-Family with 5+ Units	WA	Renter	1940s	0.010916	0.00195231	0.00479584	0.0825565	0.643767	0.256013	0	0	0	10	1389.58	7.59965e-06
400%+	Multi-Family with 5+ Units	WA	Not Available	1940s	0	0	0	0	0	0	0	0	1	20	8009.45	0
400%+	Multi-Family with 5+ Units	WA	Owner	1940s	0.0311033	0.00553403	0.0162008	0.147765	0.353343	0.397358	0.017001	0.0316948	0	92	2522.21	3.47123e-06
400%+	Multi-Family with 5+ Units	WA	Renter	1940s	0.0364503	0.0040115	0.013346	0.0929037	0.547114	0.306174	0	0	0	19	5487.25	1.50277e-05
Not Available	Multi-Family with 5+ Units	WA	Not Available	1940s	0.0310993	0.00417101	0.012183	0.0636087	0.543821	0.317757	0	0.0273606	0	36	20776	7.22765e-06
Not Available	Multi-Family with 5+ Units	WA	Owner	1940s	0	0	0	0	0	0	0	0	1	142	2522.21	0
Not Available	Multi-Family with 5+ Units	WA	Renter	1940s	0	0	0	0	0	0	0	0	1	34	18253.7	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	1950s	0	0	0	0	0	0	0	0	1	20	0	0
0-100%	Multi-Family with 5+ Units	WA	Owner	1950s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	1.11937e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	1950s	0	0	0	0.0266194	0.535233	0.337225	0.0207536	0.0801691	0	19	0	2.83682e-05
100-150%	Multi-Family with 5+ Units	WA	Not Available	1950s	0	0	0	0	0	0	0	0	1	13	0	0
100-150%	Multi-Family with 5+ Units	WA	Owner	1950s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	7.90401e-07
100-150%	Multi-Family with 5+ Units	WA	Renter	1950s	0	0	0.00275473	0.17686	0.453474	0.366561	0	0.000350141	0	13	0	1.59444e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	1950s	0	0	0	0	0	0	0	0	1	19	0	0
150-200%	Multi-Family with 5+ Units	WA	Owner	1950s	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	7.88664e-07
150-200%	Multi-Family with 5+ Units	WA	Renter	1950s	0	0	0.00138646	0.0934396	0.53915	0.358879	0.0066552	0.000489583	0	19	0	1.27787e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	1950s	0	0	0	0	0	0	0	0	1	13	0	0
200-300%	Multi-Family with 5+ Units	WA	Owner	1950s	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	2.35808e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	1950s	0.0123415	0.00220726	0.00625313	0.100779	0.535447	0.276874	0.0660988	0	0	13	0	2.09112e-05
300-400%	Multi-Family with 5+ Units	WA	Not Available	1950s	0	0	0	0	0	0	0	0	1	10	0	0
300-400%	Multi-Family with 5+ Units	WA	Owner	1950s	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	1.82699e-06
300-400%	Multi-Family with 5+ Units	WA	Renter	1950s	0.010916	0.00195231	0.00479584	0.0825565	0.643767	0.256013	0	0	0	10	0	1.5201e-05
400%+	Multi-Family with 5+ Units	WA	Not Available	1950s	0	0	0	0	0	0	0	0	1	36	0	0
400%+	Multi-Family with 5+ Units	WA	Owner	1950s	0.0311033	0.00553403	0.0162008	0.147765	0.353343	0.397358	0.017001	0.0316948	0	92	0	7.31058e-06
400%+	Multi-Family with 5+ Units	WA	Renter	1950s	0.0421955	0.00526001	0.0157743	0.060647	0.543072	0.327306	0.00574577	0	0	34	0	3.23265e-05
Not Available	Multi-Family with 5+ Units	WA	Not Available	1950s	0	0	0	0.0364324	0.578081	0.340324	0.0210248	0.0241381	0	16	0	1.36292e-05
Not Available	Multi-Family with 5+ Units	WA	Owner	1950s	0	0	0	0	0	0	0	0	1	142	0	0
Not Available	Multi-Family with 5+ Units	WA	Renter	1950s	0	0	0	0	0	0	0	0	1	15	0	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	1960s	0	0	0	0	0	0	0	0	1	13	31194.6	0
0-100%	Multi-Family with 5+ Units	WA	Owner	1960s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	2.50361e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	1960s	0	0	0.00149962	0.116012	0.464805	0.321931	0.0265167	0.0692354	0	13	31194.6	7.59518e-05
100-150%	Multi-Family with 5+ Units	WA	Not Available	1960s	0	0	0	0	0	0	0	0	1	19	6524.36	0
100-150%	Multi-Family with 5+ Units	WA	Owner	1960s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	2.23913e-06
100-150%	Multi-Family with 5+ Units	WA	Renter	1960s	0.0673784	0.00741526	0.0244623	0.106508	0.368121	0.362408	0.0637069	0	0	18	6524.36	4.86191e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	1960s	0	0	0	0	0	0	0	0	1	17	7857.19	0
150-200%	Multi-Family with 5+ Units	WA	Owner	1960s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	2.4599e-06
150-200%	Multi-Family with 5+ Units	WA	Renter	1960s	0	0	0	0.0330437	0.558886	0.376353	0.0317173	0	0	17	7857.19	3.90218e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	1960s	0	0	0	0	0	0	0	0	1	12	36030.1	0
200-300%	Multi-Family with 5+ Units	WA	Owner	1960s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	5.20112e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	1960s	0.0644523	0.0115272	0.0283164	0.0728279	0.584135	0.224088	0	0.0146539	0	12	36030.1	6.20924e-05
300-400%	Multi-Family with 5+ Units	WA	Not Available	1960s	0	0	0	0	0	0	0	0	1	10	0	0
300-400%	Multi-Family with 5+ Units	WA	Owner	1960s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	5.45781e-06
300-400%	Multi-Family with 5+ Units	WA	Renter	1960s	0.0420274	0.00751653	0.0184643	0.0595054	0.559328	0.197556	0	0.115603	0	10	0	4.37242e-05
400%+	Multi-Family with 5+ Units	WA	Not Available	1960s	0	0	0	0	0	0	0	0	1	13	9358.07	0
400%+	Multi-Family with 5+ Units	WA	Owner	1960s	0.0127661	0.00228319	0.00560864	0.088857	0.46247	0.42075	0.00726496	0	0	13	0	2.6026e-05
400%+	Multi-Family with 5+ Units	WA	Renter	1960s	0	0	0	0.0376196	0.634405	0.302341	0.0256351	0	0	12	9358.07	9.51481e-05
Not Available	Multi-Family with 5+ Units	WA	Not Available	1960s	0.0204522	0.00365783	0.00957463	0.0790428	0.526893	0.280302	0.0239416	0.0561365	0	35	90964.3	3.71551e-05
Not Available	Multi-Family with 5+ Units	WA	Owner	1960s	0	0	0	0	0	0	0	0	1	23	0	0
Not Available	Multi-Family with 5+ Units	WA	Renter	1960s	0	0	0	0	0	0	0	0	1	34	90964.3	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	1970s	0	0	0	0	0	0	0	0	1	15	26281.6	0
0-100%	Multi-Family with 5+ Units	WA	Owner	1970s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	4.11553e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	1970s	0	0	0.00178834	0.130397	0.361844	0.271199	0.0171677	0.217604	0	15	26281.6	0.000137109
100-150%	Multi-Family with 5+ Units	WA	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	17613.1	0
100-150%	Multi-Family with 5+ Units	WA	Owner	1970s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	3.56411e-06
100-150%	Multi-Family with 5+ Units	WA	Renter	1970s	0.121485	0.0133699	0.0441061	0.191996	0.330109	0.260065	0.0388701	0	0	12	17613.1	8.6916e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	1970s	0	0	0	0	0	0	0	0	1	11	10687.2	0
150-200%	Multi-Family with 5+ Units	WA	Owner	1970s	0.0133963	0.0023959	0.00588552	0.11367	0.506105	0.348853	0.0096948	0	0	41	0	3.76089e-06
150-200%	Multi-Family with 5+ Units	WA	Renter	1970s	0	0	0	0.0492889	0.583307	0.346569	0.0208355	0	0	11	10687.2	6.85786e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	1970s	0	0	0	0	0	0	0	0	1	11	7609.4	0
200-300%	Multi-Family with 5+ Units	WA	Owner	1970s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	8.44681e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	1970s	0	0	0	0.0274374	0.668935	0.303628	0	0	0	10	7609.4	0.000106387
300-400%	Multi-Family with 5+ Units	WA	Not Available	1970s	0	0	0	0	0	0	0	0	1	10	0	0
300-400%	Multi-Family with 5+ Units	WA	Owner	1970s	0	0	0	0.0165848	0.459654	0.523761	0	0	0	11	0	8.63437e-06
300-400%	Multi-Family with 5+ Units	WA	Renter	1970s	0	0	0	0.0371834	0.485656	0.346918	0	0.130242	0	13	0	7.18069e-05
400%+	Multi-Family with 5+ Units	WA	Not Available	1970s	0	0	0	0	0	0	0	0	1	27	31470.1	0
400%+	Multi-Family with 5+ Units	WA	Owner	1970s	0.0127661	0.00228319	0.00560864	0.088857	0.46247	0.42075	0.00726496	0	0	13	0	3.80579e-05
400%+	Multi-Family with 5+ Units	WA	Renter	1970s	0	0	0.00146296	0.136951	0.562944	0.286901	0.0117415	0	0	23	31470.1	0.000145262
Not Available	Multi-Family with 5+ Units	WA	Not Available	1970s	0	0	0.00348501	0.217086	0.403944	0.363051	0.0124336	0	0	10	93661.4	6.48997e-05
Not Available	Multi-Family with 5+ Units	WA	Owner	1970s	0	0	0	0	0	0	0	0	1	23	0	0
Not Available	Multi-Family with 5+ Units	WA	Renter	1970s	0	0	0	0	0	0	0	0	1	10	93661.4	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	1980s	0	0	0	0	0	0	0	0	1	10	19500.3	0
0-100%	Multi-Family with 5+ Units	WA	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	4.97802e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	1980s	0	0	0.00126252	0.111515	0.477572	0.364506	0.0451453	0	0	10	19500.3	0.000101883
100-150%	Multi-Family with 5+ Units	WA	Not Available	1980s	0	0	0	0	0	0	0	0	1	16	0	0
100-150%	Multi-Family with 5+ Units	WA	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	2.99501e-06
100-150%	Multi-Family with 5+ Units	WA	Renter	1980s	0	0	0	0.0110205	0.51926	0.441269	0.0284503	0	0	15	0	6.71545e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	1980s	0	0	0	0	0	0	0	0	1	14	0	0
150-200%	Multi-Family with 5+ Units	WA	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	3.30054e-06
150-200%	Multi-Family with 5+ Units	WA	Renter	1980s	0.088083	0.0157535	0.0386983	0.0132199	0.332205	0.36082	0.0391619	0.112058	0	13	0	5.96783e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	1980s	0	0	0	0	0	0	0	0	1	12	12850.6	0
200-300%	Multi-Family with 5+ Units	WA	Owner	1980s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	8029.35	9.38639e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	1980s	0	0	0	0.00901229	0.565519	0.425234	0	0.000235063	0	11	4821.22	0.00010352
300-400%	Multi-Family with 5+ Units	WA	Not Available	1980s	0	0	0	0	0	0	0	0	1	12	8386.56	0
300-400%	Multi-Family with 5+ Units	WA	Owner	1980s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	0	9.55644e-06
300-400%	Multi-Family with 5+ Units	WA	Renter	1980s	0	0	0	0.0322617	0.589689	0.363445	0.0146042	0	0	11	8386.56	8.0853e-05
400%+	Multi-Family with 5+ Units	WA	Not Available	1980s	0	0	0	0	0	0	0	0	1	24	20577	0
400%+	Multi-Family with 5+ Units	WA	Owner	1980s	0.0719686	0.0128714	0.0316186	0.153573	0.517646	0.212323	0	0	0	10	0	4.38393e-05
400%+	Multi-Family with 5+ Units	WA	Renter	1980s	0.0431228	0.00771243	0.0210834	0.139645	0.480157	0.300109	0.00817056	0	0	18	20577	0.00019571
Not Available	Multi-Family with 5+ Units	WA	Not Available	1980s	0.0114881	0.00205463	0.00592344	0.0891401	0.519044	0.337139	0.0131607	0.0220503	0	49	61314.3	6.10833e-05
Not Available	Multi-Family with 5+ Units	WA	Owner	1980s	0	0	0	0	0	0	0	0	1	11	8029.35	0
Not Available	Multi-Family with 5+ Units	WA	Renter	1980s	0	0	0	0	0	0	0	0	1	41	53285	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	1990s	0	0	0	0	0	0	0	0	1	11	19443.1	0
0-100%	Multi-Family with 5+ Units	WA	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	7584.02	5.12605e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	1990s	0	0	0.00152284	0.154946	0.493047	0.311262	0.0392227	0	0	10	11859.1	0.000116703
100-150%	Multi-Family with 5+ Units	WA	Not Available	1990s	0	0	0	0	0	0	0	0	1	16	16389.7	0
100-150%	Multi-Family with 5+ Units	WA	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	3.04834e-06
100-150%	Multi-Family with 5+ Units	WA	Renter	1990s	0	0	0	0.0110205	0.51926	0.441269	0.0284503	0	0	15	16389.7	7.59542e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	1990s	0	0	0	0	0	0	0	0	1	14	13472.3	0
150-200%	Multi-Family with 5+ Units	WA	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	3.61228e-06
150-200%	Multi-Family with 5+ Units	WA	Renter	1990s	0.088083	0.0157535	0.0386983	0.0132199	0.332205	0.36082	0.0391619	0.112058	0	13	13472.3	6.66766e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	1990s	0	0	0	0	0	0	0	0	1	26	15.5902	0
200-300%	Multi-Family with 5+ Units	WA	Owner	1990s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	0	9.50895e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	1990s	0.0329828	0.00589891	0.0144906	0.0156862	0.507259	0.332449	2.26675e-05	0.0912109	0	24	15.5902	0.000113701
300-400%	Multi-Family with 5+ Units	WA	Not Available	1990s	0	0	0	0	0	0	0	0	1	22	0	0
300-400%	Multi-Family with 5+ Units	WA	Owner	1990s	0	0	0.000253157	0.0885711	0.451826	0.429288	0.0300616	0	0	15	0	9.78092e-06
300-400%	Multi-Family with 5+ Units	WA	Renter	1990s	0	0	0	0.0409089	0.623147	0.327482	0.00846245	0	0	18	0	8.81465e-05
400%+	Multi-Family with 5+ Units	WA	Not Available	1990s	0	0	0	0	0	0	0	0	1	13	15489.7	0
400%+	Multi-Family with 5+ Units	WA	Owner	1990s	0.0719686	0.0128714	0.0316186	0.153573	0.517646	0.212323	0	0	0	10	0	4.84152e-05
400%+	Multi-Family with 5+ Units	WA	Renter	1990s	0	0	0.00189947	0.129991	0.494248	0.373861	0	0	0	11	15489.7	0.000213592
Not Available	Multi-Family with 5+ Units	WA	Not Available	1990s	0.0198908	0.00355743	0.00983493	0.12643	0.530694	0.302603	0.00698987	0	0	32	64810.3	6.97644e-05
Not Available	Multi-Family with 5+ Units	WA	Owner	1990s	0	0	0	0	0	0	0	0	1	14	7584.02	0
Not Available	Multi-Family with 5+ Units	WA	Renter	1990s	0	0	0	0	0	0	0	0	1	29	57226.3	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	2000s	0	0	0	0	0	0	0	0	1	13	23606.9	0
0-100%	Multi-Family with 5+ Units	WA	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	3.65795e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	2000s	0	0	0.00553208	0.159548	0.434934	0.292348	0	0.107638	0	13	23606.9	9.70716e-05
100-150%	Multi-Family with 5+ Units	WA	Not Available	2000s	0	0	0	0	0	0	0	0	1	13	52.3077	0
100-150%	Multi-Family with 5+ Units	WA	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	2.51387e-06
100-150%	Multi-Family with 5+ Units	WA	Renter	2000s	0	0	5.30775e-06	0.0687032	0.620571	0.296013	0.014708	0	0	13	52.3077	6.14183e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	2000s	0	0	0	0	0	0	0	0	1	20	0	0
150-200%	Multi-Family with 5+ Units	WA	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	2.79628e-06
150-200%	Multi-Family with 5+ Units	WA	Renter	2000s	0	0	0	0.0418445	0.638221	0.306252	0.0136822	0	0	19	0	5.23943e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	2000s	0	0	0	0	0	0	0	0	1	12	15981.2	0
200-300%	Multi-Family with 5+ Units	WA	Owner	2000s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	6.69056e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	2000s	0	0	0	0.0233559	0.370818	0.457351	0.148474	0	0	10	15981.2	8.95152e-05
300-400%	Multi-Family with 5+ Units	WA	Not Available	2000s	0	0	0	0	0	0	0	0	1	16	17201.9	0
300-400%	Multi-Family with 5+ Units	WA	Owner	2000s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	6996.86	6.97769e-06
300-400%	Multi-Family with 5+ Units	WA	Renter	2000s	0	0	0	0.00737518	0.580012	0.390992	0.021621	0	0	15	10205	6.62862e-05
400%+	Multi-Family with 5+ Units	WA	Not Available	2000s	0	0	0	0	0	0	0	0	1	11	69272.2	0
400%+	Multi-Family with 5+ Units	WA	Owner	2000s	0	0	0.00215448	0.104653	0.344926	0.458091	0.0901758	0	0	54	26332.6	5.12442e-05
400%+	Multi-Family with 5+ Units	WA	Renter	2000s	0	0	0.00371721	0.180895	0.577971	0.224057	0.0133585	0	0	24	42939.6	0.0002097
Not Available	Multi-Family with 5+ Units	WA	Not Available	2000s	0	0	0.000781843	0.109576	0.586808	0.285543	0.017292	0	0	17	126114	6.11276e-05
Not Available	Multi-Family with 5+ Units	WA	Owner	2000s	0	0	0	0	0	0	0	0	1	15	33329.5	0
Not Available	Multi-Family with 5+ Units	WA	Renter	2000s	0	0	0	0	0	0	0	0	1	12	92785	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	2010s	0	0	0	0	0	0	0	0	1	13	8616.27	0
0-100%	Multi-Family with 5+ Units	WA	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	2.26938e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	2010s	0	0	0.00553208	0.159548	0.434934	0.292348	0	0.107638	0	13	8616.27	5.62032e-05
100-150%	Multi-Family with 5+ Units	WA	Not Available	2010s	0	0	0	0	0	0	0	0	1	13	4058.54	0
100-150%	Multi-Family with 5+ Units	WA	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	1.22246e-06
100-150%	Multi-Family with 5+ Units	WA	Renter	2010s	0	0	5.30775e-06	0.0687032	0.620571	0.296013	0.014708	0	0	13	4058.54	3.78451e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	2010s	0	0	0	0	0	0	0	0	1	10	31030.6	0
150-200%	Multi-Family with 5+ Units	WA	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	1.5956e-06
150-200%	Multi-Family with 5+ Units	WA	Renter	2010s	0	0	0	0.0493967	0.67799	0.272613	0	0	0	10	31030.6	3.28439e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	2010s	0	0	0	0	0	0	0	0	1	11	27234.5	0
200-300%	Multi-Family with 5+ Units	WA	Owner	2010s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	2.48238e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	2010s	0	0	0	0.0186564	0.591598	0.389745	0	0	0	11	27234.5	6.18554e-05
300-400%	Multi-Family with 5+ Units	WA	Not Available	2010s	0	0	0	0	0	0	0	0	1	16	20657.3	0
300-400%	Multi-Family with 5+ Units	WA	Owner	2010s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	4.2864e-06
300-400%	Multi-Family with 5+ Units	WA	Renter	2010s	0	0	0	0.00737518	0.580012	0.390992	0.021621	0	0	15	20657.3	4.88975e-05
400%+	Multi-Family with 5+ Units	WA	Not Available	2010s	0	0	0	0	0	0	0	0	1	14	87876.7	0
400%+	Multi-Family with 5+ Units	WA	Owner	2010s	0	0	0.00215448	0.104653	0.344926	0.458091	0.0901758	0	0	54	0	4.40591e-05
400%+	Multi-Family with 5+ Units	WA	Renter	2010s	0	0	0	0	0.477753	0.522247	0	0	0	14	87876.7	0.000189497
Not Available	Multi-Family with 5+ Units	WA	Not Available	2010s	0	0	0	0.00801672	0.528184	0.463799	0	0	0	23	179474	4.4762e-05
Not Available	Multi-Family with 5+ Units	WA	Owner	2010s	0	0	0	0	0	0	0	0	1	15	0	0
Not Available	Multi-Family with 5+ Units	WA	Renter	2010s	0	0	0	0	0	0	0	0	1	23	179474	0
0-100%	Multi-Family with 5+ Units	WA	Not Available	<1940	0	0	0	0	0	0	0	0	1	11	25691.9	0
0-100%	Multi-Family with 5+ Units	WA	Owner	<1940	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	1.79045e-06
0-100%	Multi-Family with 5+ Units	WA	Renter	<1940	0	0	0	0.02951	0.486464	0.289243	0.015416	0.179367	0	10	25691.9	5.45432e-05
100-150%	Multi-Family with 5+ Units	WA	Not Available	<1940	0	0	0	0	0	0	0	0	1	13	27.6111	0
100-150%	Multi-Family with 5+ Units	WA	Owner	<1940	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	7.32619e-07
100-150%	Multi-Family with 5+ Units	WA	Renter	<1940	0	0	0.00172521	0.118824	0.498325	0.38034	0	0.000785962	0	13	27.6111	3.22443e-05
150-200%	Multi-Family with 5+ Units	WA	Not Available	<1940	0	0	0	0	0	0	0	0	1	19	0	0
150-200%	Multi-Family with 5+ Units	WA	Owner	<1940	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	1.32333e-06
150-200%	Multi-Family with 5+ Units	WA	Renter	<1940	0	0	0.00138646	0.0934396	0.53915	0.358879	0.0066552	0.000489583	0	19	0	2.43382e-05
200-300%	Multi-Family with 5+ Units	WA	Not Available	<1940	0	0	0	0	0	0	0	0	1	13	3681.06	0
200-300%	Multi-Family with 5+ Units	WA	Owner	<1940	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	2.05479e-06
200-300%	Multi-Family with 5+ Units	WA	Renter	<1940	0.0313773	0.00561177	0.0158981	0.170955	0.481929	0.247343	0.0468862	0	0	13	3681.06	3.49776e-05
300-400%	Multi-Family with 5+ Units	WA	Not Available	<1940	0	0	0	0	0	0	0	0	1	10	3590.98	0
