Dependency=Clothes Washer Presence	Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=State	Dependency=Tenure	Option=Electric	Option=Gas	Option=None	Option=Propane	Option=Void	source_count	source_weight	sampling_probability
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NC	Renter	0	0	1	0	0	8.16898	1.53087e-18	6.12628e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	ND	Not Available	0	0	0	0	1	0.205257	78.0555	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	ND	Owner	0	0	1	0	0	0.0283214	0.436017	6.03421e-09
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	ND	Renter	0	0	1	0	0	0.175307	66.8239	3.67877e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NE	Not Available	0	0	0	0	1	0.418996	3.41634e-19	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NE	Owner	0	0	1	0	0	1.43874e-21	1.67909e-59	5.27745e-10
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NE	Renter	0	0	1	0	0	0.410445	3.41634e-19	5.13599e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NH	Not Available	0	0	0	0	1	0.63072	19.1282	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NH	Owner	0	0	1	0	0	2.2184e-21	1.35316e-39	2.11197e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NH	Renter	0	0	1	0	0	0.573382	19.1282	1.13092e-05
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NJ	Not Available	0	0	0	0	1	0.252009	272.147	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NJ	Owner	0	0	1	0	0	5.28833e-22	2.99606e-40	7.97591e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NJ	Renter	0	0	1	0	0	0.252009	272.147	2.37824e-05
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NM	Not Available	0	0	0	0	1	8.28496	3.79932e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NM	Owner	0	0	1	0	0	2.3794	2.21115e-19	6.49988e-11
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NM	Renter	0	0	1	0	0	5.98692	2.18731e-18	2.72657e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NV	Not Available	0	0	0	0	1	2.83731	3.49964e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NV	Owner	0	0	1	0	0	9.29786e-21	6.01309e-60	8.68782e-09
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NV	Renter	0	0	1	0	0	2.83731	3.49964e-18	4.34332e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NY	Not Available	0	0	0	0	1	0.300662	3569.26	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NY	Owner	0	0	1	0	0	0.0137583	24.2157	1.57041e-05
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	NY	Renter	0	0	1	0	0	0.252906	3005.49	0.000524087
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OH	Not Available	0	0	0	0	1	0.276804	703.65	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OH	Owner	0	0	1	0	0	2.24271e-22	1.80434e-40	6.06398e-09
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OH	Renter	0	0	1	0	0	0.276804	703.65	1.12106e-06
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OK	Not Available	0	0	0	0	1	12.9303	3.94353e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OK	Owner	0	0	1	0	0	1.2515e-20	1.27413e-59	6.0739e-10
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OK	Renter	0	0	1	0	0	12.6817	3.94353e-18	1.25476e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OR	Not Available	0	0	0	0	1	1.74432	1.88796e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OR	Owner	0	0	1	0	0	4.92715e-21	4.6493e-60	2.39101e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	OR	Renter	0	0	1	0	0	1.74432	1.88796e-18	8.60878e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	PA	Not Available	0	0	0	0	1	0.417599	1.46827e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	PA	Owner	0	0	1	0	0	5.51291e-22	9.21192e-61	2.08066e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	PA	Renter	0	0	1	0	0	0.417599	1.46827e-18	2.08658e-05
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	RI	Not Available	0	0	0	0	1	1.07123	116.949	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	RI	Owner	0	0	1	0	0	0.0709171	2.93093	5.31269e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	RI	Renter	0	0	1	0	0	0.819676	82.8521	7.86298e-06
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	SC	Not Available	0	0	0	0	1	5.94937	1.10918e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	SC	Owner	0	0	1	0	0	0.331233	3.60925e-20	1.06151e-09
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	SC	Renter	0	0	1	0	0	4.51498	7.45109e-19	8.8884e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	SD	Not Available	0	0	0	0	1	1.26417	3.31218e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	SD	Owner	0	0	1	0	0	3.5971e-21	1.11784e-58	2.41917e-10
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	SD	Renter	0	0	1	0	0	1.23837	3.31218e-18	3.38849e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	TN	Not Available	0	0	0	0	1	4.74208	2.0794e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	TN	Owner	0	0	1	0	0	6.65989e-21	3.8137e-60	2.43451e-09
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	TN	Renter	0	0	1	0	0	4.74208	2.0794e-18	1.91679e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	TX	Not Available	0	0	0	0	1	2.8256	2.80295e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	TX	Owner	0	0	1	0	0	0.0785571	3.38521e-21	1.92627e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	TX	Renter	0	0	1	0	0	2.64948	2.61152e-18	1.10015e-06
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	UT	Not Available	0	0	0	0	1	4.41828	7.39265e-19	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	UT	Owner	0	0	1	0	0	2.32639e-20	2.2168e-59	3.36794e-09
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	UT	Renter	0	0	1	0	0	4.41828	7.39265e-19	6.53046e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	VA	Not Available	0	0	0	0	1	4.52383	4.62135e-19	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	VA	Owner	0	0	1	0	0	0.111024	2.92201e-21	8.6264e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	VA	Renter	0	0	1	0	0	3.85566	3.91563e-19	1.87185e-06
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	VT	Not Available	0	0	0	0	1	1.24488	196.202	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	VT	Owner	0	0	1	0	0	5.30686e-21	2.03889e-38	5.25372e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	VT	Renter	0	0	1	0	0	1.13171	196.202	9.47858e-06
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WA	Not Available	0	0	0	0	1	2.09226	2.47218e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WA	Owner	0	0	1	0	0	0.102274	5.269e-21	4.60252e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WA	Renter	0	0	1	0	0	1.87828	2.24919e-18	1.33591e-06
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WI	Not Available	0	0	0	0	1	0.389063	3.68998e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WI	Owner	0	0	1	0	0	3.26481e-22	2.28371e-60	1.0361e-08
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WI	Renter	0	0	1	0	0	0.389063	3.68998e-18	9.88171e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WV	Not Available	0	0	0	0	1	3.60927	8.53062e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WV	Owner	0	0	1	0	0	5.52959e-21	2.10193e-58	1.59994e-09
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WV	Renter	0	0	1	0	0	3.34191	8.53062e-18	1.25246e-07
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WY	Not Available	0	0	0	0	1	11.3009	4.95202e-18	0
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WY	Owner	0	0	1	0	0	1.00755e-19	4.25752e-58	2.02557e-10
None	0-100%	Multi-Family with 5+ Units	Fuel Oil	WY	Renter	0	0	1	0	0	11.3009	4.95202e-18	6.62669e-08
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AK	Not Available	0	0	0	0	1	0.443225	318.101	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AK	Owner	0	0	1	0	0	8.58977e-21	3.68752e-38	1.22327e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AK	Renter	0	0	1	0	0	0.443225	318.101	1.09141e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AL	Not Available	0	0	0	0	1	0.908384	3.3636e-18	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AL	Owner	0	0	1	0	0	2.22413e-21	1.87498e-59	1.58391e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AL	Renter	0	0	1	0	0	0.908384	3.3636e-18	2.75238e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AR	Not Available	0	0	0	0	1	16.4556	4.9393e-18	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AR	Owner	0	0	1	0	0	2.28971e-20	3.29832e-59	7.06616e-08
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AR	Renter	0	0	1	0	0	16.1391	4.9393e-18	1.96206e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AZ	Not Available	0	0	0	0	1	0.310768	126.831	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AZ	Owner	0	0	1	0	0	6.77243e-22	4.25011e-40	7.19018e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	AZ	Renter	0	0	1	0	0	0.29597	126.831	4.54264e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CA	Not Available	0	0	0	0	1	0.526726	9540	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CA	Owner	0	0	1	0	0	0.00937669	10.1616	2.59488e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CA	Renter	0	0	1	0	0	0.494095	8927.45	0.00144339
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CO	Not Available	0	0	0	0	1	0.180138	1443.02	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CO	Owner	0	0	1	0	0	4.09268e-22	1.71616e-39	6.19945e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CO	Renter	0	0	1	0	0	0.180138	1443.02	0.000130534
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CT	Not Available	0	0	0	0	1	0.350627	4242.5	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CT	Owner	0	0	1	0	0	0.0536782	31.7656	1.54247e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	CT	Renter	0	0	1	0	0	0.271013	3540.06	9.85843e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	DC	Not Available	0	0	0	0	1	0.165461	308.336	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	DC	Owner	0	0	1	0	0	1.27178e-21	5.71256e-39	1.60529e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	DC	Renter	0	0	1	0	0	0.165461	308.336	5.64756e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	DE	Not Available	0	0	0	0	1	4.916	326.205	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	DE	Owner	0	0	1	0	0	1.15367e-20	1.88589e-38	3.79513e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	DE	Renter	0	0	1	0	0	4.55185	326.205	1.50431e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	FL	Not Available	0	0	0	0	1	0.493469	9.1218e-19	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	FL	Owner	0	0	1	0	0	0.108372	2.03427e-20	2.97423e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	FL	Renter	0	0	1	0	0	0.345699	6.60081e-19	3.06914e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	GA	Not Available	0	0	0	0	1	4.11196	690.728	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	GA	Owner	0	0	1	0	0	1.41767e-21	8.61885e-40	1.90673e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	GA	Renter	0	0	1	0	0	3.80737	690.728	0.000117608
None	0-100%	Multi-Family with 5+ Units	Natural Gas	HI	Not Available	0	0	0	0	1	1.36907	1.91913e-18	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	HI	Owner	0	0	1	0	0	0.124447	1.91872e-20	1.62171e-08
None	0-100%	Multi-Family with 5+ Units	Natural Gas	HI	Renter	0	0	1	0	0	1.12016	1.55453e-18	2.84727e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IA	Not Available	0	0	0	0	1	3.94469	2112.44	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IA	Owner	0	0	1	0	0	4.35618e-21	1.07384e-38	1.04842e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IA	Renter	0	0	1	0	0	3.86419	2112.44	6.98842e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ID	Not Available	0	0	0	0	1	2.15915	176.074	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ID	Owner	0	0	1	0	0	1.19558e-20	5.83924e-39	6.80219e-08
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ID	Renter	0	0	1	0	0	2.15915	176.074	1.05476e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IL	Not Available	0	0	0	0	1	0.635864	8730.2	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IL	Owner	0	0	1	0	0	0.0555242	93.8702	2.17902e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IL	Renter	0	0	1	0	0	0.509937	7013.54	0.000687939
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IN	Not Available	0	0	0	0	1	4.67266	157.961	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IN	Owner	0	0	1	0	0	3.29181e-21	9.60348e-40	8.10938e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	IN	Renter	0	0	1	0	0	4.50578	157.961	0.000168273
None	0-100%	Multi-Family with 5+ Units	Natural Gas	KS	Not Available	0	0	0	0	1	6.58972	3613.59	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	KS	Owner	0	0	1	0	0	4.43164e-21	6.81244e-39	1.8511e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	KS	Renter	0	0	1	0	0	6.45524	3613.59	4.93717e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	KY	Not Available	0	0	0	0	1	0.279447	1330.18	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	KY	Owner	0	0	1	0	0	1.25522e-21	4.14214e-39	9.71097e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	KY	Renter	0	0	1	0	0	0.279447	1330.18	4.33948e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	LA	Not Available	0	0	0	0	1	6.451	89.2526	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	LA	Owner	0	0	1	0	0	1.05428e-20	8.22184e-40	1.54514e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	LA	Renter	0	0	1	0	0	6.32694	89.2526	1.33884e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MA	Not Available	0	0	0	0	1	0.628239	4954.79	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MA	Owner	0	0	1	0	0	0.0568896	37.1732	4.9024e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MA	Renter	0	0	1	0	0	0.521657	4133.63	0.000249883
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MD	Not Available	0	0	0	0	1	0.8897	1340.32	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MD	Owner	0	0	1	0	0	0.0976106	4.36237	5.04345e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MD	Renter	0	0	1	0	0	0.774408	1191.75	0.000115132
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ME	Not Available	0	0	0	0	1	4.28012	332.686	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ME	Owner	0	0	1	0	0	1.51993e-20	2.39906e-38	6.15717e-08
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ME	Renter	0	0	1	0	0	3.89102	332.686	1.92845e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MI	Not Available	0	0	0	0	1	6.94848	2766.59	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MI	Owner	0	0	1	0	0	1.78727e-21	2.24223e-39	5.17288e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MI	Renter	0	0	1	0	0	6.70032	2766.59	0.000506644
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MN	Not Available	0	0	0	0	1	1.00724	3362.91	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MN	Owner	0	0	1	0	0	5.21233e-22	3.75386e-39	4.75495e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MN	Renter	0	0	1	0	0	0.986688	3362.91	0.000175754
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MO	Not Available	0	0	0	0	1	2.71535	311.449	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MO	Owner	0	0	1	0	0	3.06511e-21	1.65423e-39	1.71633e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MO	Renter	0	0	1	0	0	2.65994	311.449	0.000104443
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MS	Not Available	0	0	0	0	1	0.81889	2.32555e-18	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MS	Owner	0	0	1	0	0	2.29133e-21	1.69301e-59	4.70902e-08
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MS	Renter	0	0	1	0	0	0.81889	2.32555e-18	1.3761e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MT	Not Available	0	0	0	0	1	1.0545	49.7639	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MT	Owner	0	0	1	0	0	1.68742e-20	1.37827e-38	2.87396e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	MT	Renter	0	0	1	0	0	1.0545	49.7639	1.55376e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NC	Not Available	0	0	0	0	1	4.28022	1.53087e-18	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NC	Owner	0	0	1	0	0	1.21964e-21	1.30485e-60	6.35964e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NC	Renter	0	0	1	0	0	3.96317	1.53087e-18	4.34335e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ND	Not Available	0	0	0	0	1	0.667084	71.6428	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ND	Owner	0	0	1	0	0	0.0920446	0.400195	1.65585e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	ND	Renter	0	0	1	0	0	0.569748	61.3339	1.07578e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NE	Not Available	0	0	0	0	1	1.36174	144.433	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NE	Owner	0	0	1	0	0	4.67589e-21	7.09869e-39	4.08788e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NE	Renter	0	0	1	0	0	1.33395	144.433	5.07016e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NH	Not Available	0	0	0	0	1	0.63072	235.655	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NH	Owner	0	0	1	0	0	2.2184e-21	1.66707e-38	4.18113e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NH	Renter	0	0	1	0	0	0.573382	235.655	2.4503e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NJ	Not Available	0	0	0	0	1	0.122186	1526.35	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NJ	Owner	0	0	1	0	0	2.56404e-22	1.68035e-39	1.26336e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NJ	Renter	0	0	1	0	0	0.122186	1526.35	0.0004068
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NM	Not Available	0	0	0	0	1	1.14841	1153.86	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NM	Owner	0	0	1	0	0	0.329818	67.1531	4.19958e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NM	Renter	0	0	1	0	0	0.82987	664.289	5.48154e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NV	Not Available	0	0	0	0	1	0.39329	1893.45	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NV	Owner	0	0	1	0	0	1.28881e-21	3.25332e-39	1.02745e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NV	Renter	0	0	1	0	0	0.39329	1893.45	4.87396e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NY	Not Available	0	0	0	0	1	0.952097	10959.6	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NY	Owner	0	0	1	0	0	0.0435681	74.3559	4.14951e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	NY	Renter	0	0	1	0	0	0.800868	9228.53	0.00129577
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OH	Not Available	0	0	0	0	1	0.276804	9118.33	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OH	Owner	0	0	1	0	0	2.24271e-22	2.33818e-39	2.47616e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OH	Renter	0	0	1	0	0	0.276804	9118.33	0.000399537
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OK	Not Available	0	0	0	0	1	12.2902	3.94353e-18	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OK	Owner	0	0	1	0	0	1.18954e-20	1.27413e-59	1.10607e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OK	Renter	0	0	1	0	0	12.0539	3.94353e-18	2.65634e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OR	Not Available	0	0	0	0	1	0.846253	360.745	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OR	Owner	0	0	1	0	0	2.3904e-21	8.88375e-40	5.29561e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	OR	Renter	0	0	1	0	0	0.846253	360.745	3.56085e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	PA	Not Available	0	0	0	0	1	0.126545	1699.07	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	PA	Owner	0	0	1	0	0	1.67058e-22	1.066e-39	3.58348e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	PA	Renter	0	0	1	0	0	0.126545	1699.07	0.00038688
None	0-100%	Multi-Family with 5+ Units	Natural Gas	RI	Not Available	0	0	0	0	1	5.84306	500.495	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	RI	Owner	0	0	1	0	0	0.386821	12.5432	5.55869e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	RI	Renter	0	0	1	0	0	4.47096	354.573	7.19342e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	SC	Not Available	0	0	0	0	1	2.88633	87.9449	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	SC	Owner	0	0	1	0	0	0.160697	2.8617	1.88811e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	SC	Renter	0	0	1	0	0	2.19044	59.0782	1.38585e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	SD	Not Available	0	0	0	0	1	4.10855	473.293	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	SD	Owner	0	0	1	0	0	1.16906e-20	1.59733e-38	1.7582e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	SD	Renter	0	0	1	0	0	4.0247	473.293	1.61817e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	TN	Not Available	0	0	0	0	1	0.469513	680.269	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	TN	Owner	0	0	1	0	0	6.59395e-22	1.24764e-39	6.4552e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	TN	Renter	0	0	1	0	0	0.469513	680.269	3.81519e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	TX	Not Available	0	0	0	0	1	2.68572	1171.61	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	TX	Owner	0	0	1	0	0	0.0746681	1.41499	1.4215e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	TX	Renter	0	0	1	0	0	2.51831	1091.59	0.000147493
None	0-100%	Multi-Family with 5+ Units	Natural Gas	UT	Not Available	0	0	0	0	1	0.831162	238.865	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	UT	Owner	0	0	1	0	0	4.37638e-21	7.16271e-39	1.98108e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	UT	Renter	0	0	1	0	0	0.831162	238.865	6.06402e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	VA	Not Available	0	0	0	0	1	2.19473	193.827	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	VA	Owner	0	0	1	0	0	0.0538632	1.22554	3.55133e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	VA	Renter	0	0	1	0	0	1.87057	164.228	8.88893e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	VT	Not Available	0	0	0	0	1	6.79026	295.344	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	VT	Owner	0	0	1	0	0	2.89465e-20	3.06915e-38	1.03995e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	VT	Renter	0	0	1	0	0	6.17296	295.344	1.14627e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	WA	Not Available	0	0	0	0	1	1.01506	249.345	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	WA	Owner	0	0	1	0	0	0.0496179	0.531434	9.77878e-07
None	0-100%	Multi-Family with 5+ Units	Natural Gas	WA	Renter	0	0	1	0	0	0.911244	226.854	4.38141e-05
None	0-100%	Multi-Family with 5+ Units	Natural Gas	WI	Not Available	0	0	0	0	1	0.389063	4260.59	0
None	0-100%	Multi-Family with 5+ Units	Natural Gas	WI	Owner	0	0	1	0	0	3.26481e-22	2.63686e-39	2.45489e-06
None	0-100%	Multi-Family with 5+ Units	Natural Gas	WI	Renter	0	0	1	0	0	0.389063	4260.59	0.000235672
None	0-100%	Multi-Family with 5+ Units	Natural Gas	WV	Not Available	0	0	0	0	1	1.75103	1224.01	0
